precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARINESCU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","STOIAN CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUDOR MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
25,ILFOV,"LICEUL TEORETIC ALEXANDRU ROSETTI VIDRA",286,VIDRA,105936,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:33:35",1241,1225,0,8,8,696,680,0,8,8,658,30,1350,662,79,42,537
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",287,VIDRA,105936,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:48",1133,1128,0,1,4,586,581,0,1,4,563,20,1250,667,183,53,327
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 2 CREŢEŞTI",288,VIDRA,105936,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:04",991,989,0,2,0,461,459,0,2,0,444,16,1096,636,113,66,265
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",290,VIDRA,105936,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:54",1137,1133,0,4,0,589,585,0,4,0,443,78,1271,682,65,18,360
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 3 SINTEŞTI",289,VIDRA,105936,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:21",846,838,0,6,2,390,382,0,6,2,381,9,900,510,72,32,277
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",285,VIDRA,105936,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:29:52",1412,1404,4,3,1,676,672,0,3,1,655,20,1550,875,80,49,526
25,ILFOV,"ŞCOALA PRIMARA NR. 1 VIDRA",284,VIDRA,105936,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:23",629,628,0,1,0,326,325,0,1,0,315,11,700,374,60,24,231
