precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:22",1489,1478,1,10,0,508,498,0,10,0,493,15,1500,992,2,7,29,37,72,19,134,174,5,4,10
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:53",1868,1855,5,8,0,1028,1019,1,8,0,1006,22,1900,872,10,14,94,17,86,51,401,307,7,11,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:13:19",1324,1304,10,10,0,489,479,0,10,0,483,6,1400,911,3,12,23,19,53,15,189,155,2,9,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:40",1244,1231,3,10,0,430,420,0,10,0,416,14,1300,870,7,5,7,11,50,13,187,128,3,2,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:33",1323,1309,6,7,1,547,539,0,7,1,531,16,1400,853,3,9,20,17,44,20,205,195,6,5,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:06",1133,1116,1,16,0,417,401,0,16,0,409,8,1200,783,8,4,14,16,45,19,158,137,5,1,2
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:53",1398,1388,0,6,4,490,480,0,6,4,470,20,1500,1010,9,9,50,18,99,11,66,183,10,2,13
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:50:33",1708,1682,9,12,5,596,576,3,12,5,557,39,2000,1404,9,13,45,46,137,9,77,202,6,4,9
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:41:17",1671,1645,2,10,14,702,678,0,10,14,654,48,2000,1298,5,17,69,37,99,7,86,313,6,7,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ”TRAIAN GROZĂVESCU” NĂDRAG",488,NĂDRAG,157898,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:13",1061,1047,1,8,5,570,557,0,8,5,539,31,1100,530,12,18,19,50,43,2,75,308,4,5,3
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",93,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:05",1460,1449,3,8,0,647,639,0,8,0,627,20,1500,853,8,15,46,28,68,16,233,195,8,3,7
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",94,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:48",1677,1645,9,14,9,725,702,0,14,9,711,14,1700,975,13,7,43,24,63,27,287,228,7,5,7
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",95,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:40:37",1556,1530,7,19,0,621,602,0,19,0,596,25,1600,979,7,5,22,21,70,14,216,223,5,8,5
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",96,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:51",1317,1308,0,9,0,506,497,0,9,0,499,7,1400,894,5,5,32,61,7,11,181,159,6,6,26
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:26",1114,1109,2,3,0,469,466,0,3,0,457,12,1200,731,4,8,34,21,52,16,150,159,0,7,6
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:34",1316,1314,0,2,0,393,391,0,2,0,374,19,1400,1007,4,1,14,38,55,8,112,131,4,5,2
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:49",1199,1178,10,11,0,549,537,1,11,0,538,11,1200,651,6,11,16,17,45,18,225,182,3,3,12
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:07",1547,1494,46,7,0,745,738,0,7,0,738,7,1600,855,10,16,14,36,64,31,328,219,11,5,4
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:15",1563,1541,10,12,0,719,706,1,12,0,696,23,1600,881,2,6,54,22,48,17,299,236,5,5,2
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:38",1445,1434,4,7,0,587,580,0,7,0,583,4,1500,913,4,14,51,18,39,24,239,179,1,7,7
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:14",1593,1582,7,4,0,788,784,0,4,0,775,13,1600,812,7,16,47,28,89,45,298,221,9,5,10
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:26",1429,1410,9,10,0,574,563,1,10,0,560,14,1500,926,5,8,42,26,59,23,202,178,3,6,8
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:22",952,943,0,9,0,381,372,0,9,0,371,10,1000,619,4,7,21,15,35,14,143,126,2,3,1
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:07",1292,1282,4,6,0,569,563,0,6,0,550,19,1300,731,12,13,30,23,46,19,187,206,4,4,6
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:02",1132,1126,2,4,0,459,455,0,4,0,444,15,1200,741,4,8,18,12,33,23,166,167,2,6,5
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:45",1060,1048,2,10,0,441,431,0,10,0,426,15,1100,659,4,8,26,14,56,19,151,140,2,0,6
37,TIMIŞ,"LICEUL TEORETIC",242,"ORAŞ BUZIAŞ",155403,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 14:35:45",1745,1719,5,7,14,761,737,3,7,14,717,44,1800,1039,9,99,19,19,70,14,81,384,4,14,4
37,TIMIŞ,"LICEUL TEORETIC ”ALEXANDRU MOCIONI ”CIACOVA",246,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:51",1059,1010,0,26,23,570,521,0,26,23,496,74,1100,530,8,7,24,26,27,1,51,341,3,5,3
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",432,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:17:37",1807,1776,12,19,0,816,797,0,19,0,798,18,2000,1184,10,10,16,35,106,40,293,246,29,4,9
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",430,GIROC,155314,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 10:15:22",1816,1747,48,21,0,737,716,0,21,0,724,13,2000,1263,6,11,15,20,58,51,317,212,16,10,8
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA”",431,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:51",1889,1858,18,13,0,856,843,0,13,0,842,14,2000,1144,5,7,16,23,56,30,338,341,18,5,3
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",425,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:53",1401,1384,5,11,1,780,768,0,11,1,753,27,1500,720,7,13,17,30,81,23,244,300,18,11,9
37,TIMIŞ,"LICEUL TEORETIC ”DAVID VONIGA” GIROC",426,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:09",1483,1461,7,12,3,845,830,0,12,3,811,34,1600,755,12,11,20,32,86,28,245,332,35,2,8
37,TIMIŞ,"LICEUL TEORETIC DAVID VONIGA GIROC",427,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:40",1429,1416,0,11,2,795,782,0,11,2,780,15,1600,805,17,5,10,27,95,23,216,340,29,7,11
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:46",954,933,7,14,0,390,376,0,14,0,380,10,1000,610,0,4,23,11,28,13,155,143,0,2,1
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:44",862,839,9,14,0,428,413,1,14,0,411,17,1300,872,4,8,30,6,41,18,170,121,5,5,3
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:27",920,886,15,19,0,395,375,1,19,0,385,10,900,505,2,11,19,22,29,13,163,125,1,0,0
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:57",968,962,0,6,0,433,427,0,6,0,433,0,1000,567,5,4,37,24,29,21,177,126,5,2,3
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:49",920,857,12,22,29,380,348,2,22,8,371,9,1300,920,0,8,18,11,25,15,178,110,1,3,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:27",907,887,10,10,0,392,381,1,10,0,384,8,1000,608,3,7,28,6,30,12,178,111,3,2,4
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:40",1345,1331,4,10,0,560,549,1,10,0,526,34,1400,840,2,9,21,13,47,21,214,182,7,3,7
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:46",849,837,1,11,0,313,302,0,11,0,302,11,900,587,3,5,13,9,39,11,106,104,2,3,7
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:14",925,901,11,13,0,370,357,0,13,0,358,12,1000,630,5,12,12,14,28,21,150,106,3,2,5
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 14:58:48",1084,1072,1,11,0,456,444,1,11,0,444,11,1100,644,2,9,17,10,37,30,169,150,9,4,7
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:55",1129,1108,12,9,0,477,467,1,9,0,466,11,1200,723,7,3,23,14,45,19,202,139,3,7,4
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:52",1023,1014,5,4,0,417,413,0,4,0,407,10,1200,783,3,6,11,20,43,21,153,141,1,4,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:22",543,510,19,12,2,230,214,2,12,2,222,8,600,370,1,7,15,5,15,10,98,67,2,1,1
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 16:59:04",851,738,79,15,19,321,284,3,15,19,298,16,800,479,3,5,8,6,28,20,126,94,3,1,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:31",746,680,57,9,0,293,282,2,9,0,286,7,900,607,2,2,25,6,21,12,125,84,4,1,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:42",651,585,57,7,2,236,227,0,7,2,230,6,598,362,2,2,8,8,28,6,121,49,4,0,2
37,TIMIŞ,"LICEUL TEORETIC PECIU NOU",506,"PECIU NOU",158065,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:02",1441,1432,4,5,0,629,620,4,5,0,591,38,1500,871,5,7,18,50,72,2,76,348,2,7,4
37,TIMIŞ,"LICEUL TEORETIC PERIAM",510,PERIAM,158109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:16",1487,1472,3,1,11,624,612,0,1,11,579,45,1600,976,4,25,10,52,79,5,60,331,4,5,4
37,TIMIŞ,"LICEUL TEORETIC PERIAM",511,PERIAM,158109,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:30:20",1576,1553,3,5,15,780,760,0,5,15,733,47,1568,788,1,13,12,49,105,2,113,422,1,8,7
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:38:02",1838,1798,6,22,12,1023,989,0,22,12,971,52,2000,977,7,148,49,60,89,7,150,450,1,5,5
37,TIMIŞ,"LICEUL TEORETIC ”SFINȚII KIRIL ȘI METODII” DUDEȘTII VECHI",381,"DUDEŞTII VECHI",156712,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-15 18:04:11",1591,1551,4,23,13,1023,987,0,23,13,902,121,1700,677,9,17,74,55,123,5,95,500,6,9,9
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:53",1425,1381,28,14,2,650,634,0,14,2,623,27,1400,750,6,9,36,17,65,24,247,205,4,7,3
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:39",1143,1126,7,10,0,376,366,0,10,0,360,16,1200,824,2,5,10,15,56,17,148,97,2,3,5
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:20",1244,1188,36,20,0,518,498,0,20,0,511,7,1200,682,4,6,31,30,44,19,209,157,3,4,4
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:15",1301,1248,37,14,2,569,553,0,14,2,550,19,1300,731,9,15,18,20,43,35,251,145,4,5,5
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:04:28",1093,1063,0,30,0,466,436,0,30,0,457,9,1300,834,8,13,16,21,37,17,180,155,4,3,3
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:40:01",1262,1242,8,11,1,498,486,0,11,1,485,13,1300,802,4,10,18,26,57,15,191,153,2,4,5
37,TIMIŞ,"PRIMĂRIA BANLOC",302,BANLOC,155591,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:35",1342,1305,5,15,17,750,717,1,15,17,641,109,1600,850,1,10,15,28,44,2,29,504,2,5,1
37,TIMIŞ,"PRIMARIA BARA",306,BARA,155662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:07",273,153,3,112,5,244,125,2,112,5,229,15,400,156,2,5,19,11,13,1,64,113,1,0,0
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:14:40",1110,1030,3,12,65,802,725,2,12,63,760,42,1402,600,1,13,11,22,44,3,190,470,0,2,4
37,TIMIŞ,"PRIMĂRIA BETHAUSEN",323,BETHAUSEN,155840,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-15 13:27:31",738,695,0,22,21,488,445,0,22,21,432,56,994,506,31,26,22,44,44,8,100,146,4,4,3
37,TIMIŞ,"PRIMĂRIA BRESTOVĂŢ",341,BRESTOVĂŢ,156151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:03",230,201,0,26,3,164,135,0,26,3,154,10,401,237,1,27,5,9,14,0,15,80,0,2,1
37,TIMIŞ,"PRIMĂRIA COMUNEI BEBA VECHE",315,"BEBA VECHE",155724,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:15",826,805,0,14,7,448,427,0,14,7,418,30,1300,852,1,3,16,16,62,2,18,299,0,0,1
37,TIMIŞ,"PRIMĂRIA COMUNEI CĂRPINIŞ",346,CĂRPINIŞ,156213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:17",1781,1765,3,8,5,673,660,0,8,5,626,47,2000,1327,32,5,26,28,84,4,89,343,0,7,8
37,TIMIŞ,"PRIMĂRIA COMUNEI GIULVĂZ",436,GIULVĂZ,157317,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:32:43",1075,1067,3,3,2,526,521,0,3,2,472,48,1400,880,8,12,13,37,59,5,89,240,5,0,4
37,TIMIŞ,"PRIMARIA COMUNEI LIVEZILE",458,LIVEZILE,159491,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:43",898,881,2,7,8,516,499,2,7,8,472,43,1000,485,2,3,7,27,72,3,29,322,1,4,2
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",561,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:32",961,943,0,3,15,507,489,0,3,15,468,39,1000,493,3,9,13,28,149,1,24,233,2,5,1
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",562,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:33",868,849,1,1,17,475,456,1,1,17,432,43,1000,525,4,8,7,23,122,3,28,225,3,3,6
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP A",585,TOMNATIC,159473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:54",1674,1660,3,3,8,677,666,0,3,8,599,78,1700,1023,7,10,29,37,68,1,43,397,1,4,2
37,TIMIŞ,"PRIMARIA COMUNEI TOMNATIC , CORP B",586,TOMNATIC,159473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:54",1390,1373,3,1,13,611,597,0,1,13,547,59,1400,794,7,7,15,61,39,1,43,366,2,3,3
37,TIMIŞ,"PRIMĂRIA COMUNEI TRAIAN VUIA",595,"TRAIAN VUIA",159071,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 19:33:03",668,648,1,9,10,383,363,1,9,10,334,49,700,317,4,10,3,30,68,3,14,196,1,1,4
37,TIMIŞ,"PRIMARIA IECEA MARE",442,"IECEA MARE",159428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:43",1324,1152,2,152,18,827,657,0,152,18,763,64,1479,652,5,3,13,46,49,1,37,592,6,4,7
37,TIMIŞ,"PRIMARIA JAMU MARE",444,"JAMU MARE",157362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:18",1161,1131,0,17,13,674,644,0,17,13,628,46,1400,726,8,9,11,34,48,4,35,468,0,4,7
37,TIMIŞ,"PRIMĂRIA MAŞLOC",467,MAŞLOC,157683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:53",859,836,1,7,15,508,486,0,7,15,453,55,900,392,4,14,13,32,87,3,27,254,9,7,3
37,TIMIŞ,"PRIMARIA ORAS GATAIA",269,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:23",1305,1288,0,12,5,544,527,0,12,5,513,31,1600,1056,3,5,68,19,63,5,36,308,2,3,1
37,TIMIŞ,"PRIMĂRIA ORAȘULUI CIACOVA",245,"ORAŞ CIACOVA",156357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:32:20",1329,1302,2,24,1,723,698,0,24,1,666,57,1600,877,6,8,33,20,52,3,71,465,2,3,3
37,TIMIŞ,"PRIMĂRIA ORAŞULUI SÂNNICOLAU MARE",293,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:02",1780,1764,7,3,6,896,884,3,3,6,866,30,2000,1104,10,123,50,20,82,11,168,390,2,8,2
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:23:14",1954,1902,1,32,19,1014,963,0,32,19,929,85,2200,1186,5,154,35,76,73,8,90,475,4,7,2
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:48",1878,1861,3,10,4,987,973,0,10,4,954,33,1900,913,12,11,28,43,128,21,191,485,7,12,16
37,TIMIŞ,"PRIMĂRIA TOPOLOVĂŢU MARE",587,"TOPOLOVĂŢU MARE",158966,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:10",923,897,13,7,6,521,508,0,7,6,491,30,1000,479,6,19,29,50,109,6,102,161,4,4,1
37,TIMIŞ,"PRIMARIA VĂLCANI",608,VĂLCANI,159482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:05",1110,1085,0,1,24,528,503,0,1,24,479,49,1201,673,4,22,23,47,107,2,27,241,2,4,0
37,TIMIŞ,"PRIMĂRIA VECHECOŞTEIU",362,COŞTEIU,156473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:06",1221,1176,2,12,31,766,723,0,12,31,711,55,1300,534,5,14,21,37,59,6,160,397,0,2,10
