precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ COTEȘTI-GODENI, NR.198",348,GODENI,16551,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:34:34",1391,1377,1,1,12,845,832,0,1,12,796,49,1496,651,408,211,177
3,ARGEŞ,"ȘCOALA GODENI, NR.26",347,GODENI,16551,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:05:08",966,952,0,3,11,616,602,0,3,11,595,21,1056,440,260,113,222
