precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV CIUTA",285,OBREJA,53372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:11:04",304,291,0,11,2,193,180,0,11,2,187,6,320,127,22,56,37,2,70
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV IAZ",286,OBREJA,53372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:00",644,602,2,31,9,428,388,0,31,9,421,7,673,245,111,160,134,3,13
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ OBREJA",284,OBREJA,53372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:27:51",1455,1422,0,23,10,946,913,0,23,10,917,29,1565,619,116,335,397,12,57
11,CARAŞ-SEVERIN,"ȘCOLA GENERALĂ CU CLASELE I-IV VAR",287,OBREJA,53372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:43",381,344,0,37,0,288,251,0,37,0,282,6,381,93,15,138,125,0,4
