precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOLAN VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PUNGAN OVIDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ROTARU RADU-PARTIDUL NAȚIONAL LIBERAL-voturi","HORNEA DRAGOŞ-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","GĂMAN ION-ACȚIUNEA CONSERVATORILOR ROMÂNI-voturi"
20,GORJ,"PRIMĂRIA COMUNEI BĂLĂNEȘTI",136,BĂLĂNEŞTI,78748,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:42",499,468,0,21,10,354,323,0,21,10,337,17,500,146,26,274,26,5,6
20,GORJ,"ȘCOALA PRIMARĂ BĂLANEȘTI",137,BĂLĂNEŞTI,78748,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:35:54",678,646,1,18,13,478,447,0,18,13,460,18,700,222,85,326,28,14,7
20,GORJ,"ȘCOALA PRIMARĂ GLODENI",138,BĂLĂNEŞTI,78748,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:43",640,619,0,10,11,435,414,0,10,11,414,21,736,301,24,345,11,26,8
