precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IVANCEA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","BEJENARU MARIUS-COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIHAI DORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ANDREI VIOREL-PARTIDUL PROGRESIST-voturi"
29,NEAMŢ,"CĂMINUL CULTURAL",423,SECUIENI,124233,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:52",857,849,1,3,4,455,448,0,3,4,428,27,900,445,81,26,264,57
29,NEAMŢ,"CĂMINUL CULTURAL",421,SECUIENI,124233,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:44",737,725,0,4,8,393,381,0,4,8,386,7,800,407,149,38,128,71
29,NEAMŢ,CLĂDIRE,424,SECUIENI,124233,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:42:18",204,197,0,6,1,120,113,0,6,1,116,4,300,180,25,29,54,8
29,NEAMŢ,"ȘCOALA BAȘTA",422,SECUIENI,124233,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:05",531,529,0,1,1,314,312,0,1,1,310,4,585,271,173,22,102,13
29,NEAMŢ,"ȘCOALA SECUIENII NOI",425,SECUIENI,124233,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:39",236,229,1,6,0,106,100,0,6,0,102,4,226,120,49,15,36,2
