precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA POLONEZILOR DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
35,SUCEAVA,"CASA POLONĂ ”DOM POLSKI”",388,"MĂNĂSTIREA HUMORULUI",149370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:29",158,151,0,7,0,70,63,0,7,0,66,4,200,130,5,26,8,19,5,3
35,SUCEAVA,"CONTAINER MOBIL",390,"MĂNĂSTIREA HUMORULUI",149370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:02",335,328,0,4,3,185,178,0,4,3,179,6,406,221,22,78,5,2,62,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”KRYSTINA BOCHENEK” POIANA MICULUI",389,"MĂNĂSTIREA HUMORULUI",149370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:24",513,510,0,2,1,255,252,0,2,1,243,12,550,295,19,145,7,55,16,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MĂNĂSTIREA HUMORULUI",386,"MĂNĂSTIREA HUMORULUI",149370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:08",1000,986,2,1,11,644,631,1,1,11,632,12,1100,456,191,322,47,6,27,39
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MĂNĂSTIREA HUMORULUI",387,"MĂNĂSTIREA HUMORULUI",149370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:13",1058,1045,0,1,12,636,623,0,1,12,621,15,1100,464,140,401,35,8,8,29
