precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
19,GIURGIU,"CĂMINUL CULTURAL HULUBEŞTI",92,CĂLUGĂRENI,101662,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:40:33",1248,1222,0,26,0,924,898,0,26,0,900,24,1343,419,611,269,20
19,GIURGIU,"GRADINITA BRĂNIŞTARI",91,CĂLUGĂRENI,101662,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:57:54",563,538,2,23,0,343,320,0,23,0,331,12,590,247,201,109,21
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.3 UZUNU",93,CĂLUGĂRENI,101662,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:47:48",1128,1116,0,12,0,674,662,0,12,0,644,30,1226,552,353,149,142
19,GIURGIU,"ŞCOALA VECHE CĂLUGĂRENI( MUZEU ).",90,CĂLUGĂRENI,101662,4,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:18:25",1450,1409,0,39,2,973,932,0,39,2,931,42,1556,583,663,201,67
