precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILYES IULIU-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CODREA IONEL-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","RAŢ MONICA-PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CAMINUL CULTURAL DIN DECEBAL",333,VETIŞ,139358,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:02:47",1215,1166,4,31,14,702,655,2,31,14,692,10,1220,518,34,634,24
32,"SATU MARE","CĂMINUL CULTURAL OAR",334,VETIŞ,139358,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:02:46",1402,1387,4,10,1,853,841,1,10,1,803,50,1524,671,651,144,8
32,"SATU MARE","PRIMĂRIA COMUNEI VETIŞ",331,VETIŞ,139358,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:49:53",1306,1289,2,9,6,700,685,0,9,6,675,25,1504,804,385,236,54
32,"SATU MARE","PRIMĂRIA COMUNEI VETIȘ",332,VETIŞ,139358,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:43",897,882,3,11,1,502,490,0,11,1,489,13,973,471,153,295,41
