precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUGIU DE JOS",387,"LĂPUGIU DE JOS",89954,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:44",455,347,4,90,14,359,255,1,90,13,355,4,471,112,162,42,138,13
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUGIU DE SUS",388,"LĂPUGIU DE JOS",89954,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:53:31",414,290,0,118,6,352,228,0,118,6,344,8,400,48,47,24,269,4
22,HUNEDOARA,"CĂMINUL CULTURAL OHABA",389,"LĂPUGIU DE JOS",89954,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:33",497,418,0,74,5,350,271,0,74,5,334,16,498,148,160,20,153,1
