precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
14,CONSTANŢA,"CENTRU PENTRU TINERET",523,"POARTA ALBĂ",62761,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:15",1717,1482,0,5,230,1047,812,0,5,230,794,33,1625,578,99,200,459,36
14,CONSTANŢA,"CENTRU PENTRU TINERET",522,"POARTA ALBĂ",62761,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:35",1682,1674,0,5,3,926,918,0,5,3,908,18,1837,911,103,201,580,24
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NAZARCEA",525,"POARTA ALBĂ",62761,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:00",491,486,0,5,0,302,297,0,5,0,292,10,534,232,22,51,207,12
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 POARTA ALBĂ",524,"POARTA ALBĂ",62761,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:23:32",1081,1033,0,4,44,633,585,0,4,44,604,29,1139,506,68,99,426,11
