precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI COLONIE",402,PREJMER,41667,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 18:43:01",1283,1274,1,5,3,574,566,0,5,3,551,23,1458,884,111,332,10,98
8,BRAŞOV,"SCOALA GIMNAZIALA LUNCA CALNICULUI SAT",401,PREJMER,41667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:03",1360,1347,0,9,4,698,685,0,9,4,663,35,1500,802,84,487,8,84
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",398,PREJMER,41667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:55",1731,1724,6,1,0,859,857,1,1,0,825,34,1900,1041,79,622,19,105
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",399,PREJMER,41667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:57:52",1863,1853,2,6,2,986,978,0,6,2,891,95,2000,1014,88,554,165,84
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ PREJMER, STR.ȘCOLII, NR.1, CORP A, PARTER",400,PREJMER,41667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:26",1770,1753,7,7,3,951,941,0,7,3,903,38,1900,959,126,663,12,102
