precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MATYI MIKLÓS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","VASS OTTO-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"CĂMINUL CULTURAL",610,TĂMĂŞEU,32153,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:20:44",938,907,2,12,17,605,577,0,12,16,581,19,997,397,467,114
5,BIHOR,"CĂMINUL CULTURAL",611,TĂMĂŞEU,32153,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:20:39",203,195,1,7,0,135,128,0,7,0,130,5,215,80,96,34
5,BIHOR,"CĂMINUL CULTURAL",613,TĂMĂŞEU,32153,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:14:02",200,193,0,7,0,124,117,0,7,0,120,4,212,88,86,34
5,BIHOR,"ŞCOALA GENERALĂ",612,TĂMĂŞEU,32153,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:20",408,399,0,6,3,257,248,0,6,3,236,21,432,175,176,60
