precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CADIREA PRIMARIEI(FOSTUL SEDIU AL PRIMARIEI DIN SOCOLARI)",201,"CICLOVA ROMÂNĂ",51948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:05:44",130,118,0,11,1,75,63,0,11,1,72,3,130,55,11,49,12
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA CICLOVA ROMANA",199,"CICLOVA ROMÂNĂ",51948,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:13:09",986,941,2,17,26,591,547,1,17,26,569,22,1034,443,49,371,149
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA ILIDIA",200,"CICLOVA ROMÂNĂ",51948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:27",295,272,0,13,10,134,111,0,13,10,125,9,299,165,10,88,27
