precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPESCU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MOCANU CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CICAN ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TRĂILESCU OVIDIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"CLUBUL COPIILOR",70,"MUNICIPIUL ORŞOVA",110063,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:10:08",1189,1165,0,12,12,551,527,0,12,12,525,26,1284,733,196,107,215,7
27,MEHEDINŢI,"CLUBUL COPIILOR",69,"MUNICIPIUL ORŞOVA",110063,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:09",912,894,0,16,2,405,387,0,16,2,397,8,1012,607,105,87,195,10
27,MEHEDINŢI,"COLEGIUL TEHNIC DIERNA",71,"MUNICIPIUL ORŞOVA",110063,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:51:47",1361,1321,0,37,3,623,583,0,37,3,610,13,1503,880,146,114,334,16
27,MEHEDINŢI,"GRĂDINIŢA CORAMNIC",74,"MUNICIPIUL ORŞOVA",110063,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:21",348,319,2,25,2,217,189,1,25,2,212,5,375,158,99,28,80,5
27,MEHEDINŢI,"GRĂDINIŢA NUMĂRUL 3",73,"MUNICIPIUL ORŞOVA",110063,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:20:05",1421,1385,0,29,7,766,730,0,29,7,755,11,1533,767,168,222,331,34
27,MEHEDINŢI,"LICEUL TRAIAN LALESCU",67,"MUNICIPIUL ORŞOVA",110063,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:48:14",992,965,0,23,4,403,376,0,23,4,393,10,1071,668,116,70,196,11
27,MEHEDINŢI,"LICEUL TRAIAN LALESCU",68,"MUNICIPIUL ORŞOVA",110063,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:02:10",1172,1146,0,17,9,506,480,0,17,9,482,24,1277,771,167,86,226,3
27,MEHEDINŢI,"ȘCOALA CU CLASELE I-VIII PETRU DUMITRIU SUD",66,"MUNICIPIUL ORŞOVA",110063,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:08:17",1528,1493,5,28,2,736,705,1,28,2,728,8,1649,913,161,137,412,18
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII NUMĂRUL 1 NORD",72,"MUNICIPIUL ORŞOVA",110063,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:05:13",1208,1176,3,23,6,507,478,0,23,6,498,9,1298,791,115,88,282,13
