precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂLĂCESCU ŞTEFAN-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEGURICI MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DĂMOC CRISTINEL-CLAUDIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","TEMEA ALINA-ADRIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢURCAN GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CĂLIN CRISTI-voturi"
4,BACĂU,"PRIMĂRIA HORGEŞTI",389,HORGEŞTI,22941,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:12",1319,1317,0,2,0,519,517,0,2,0,480,39,1400,881,11,26,195,245,3,0
4,BACĂU,"ŞCOALA RĂCĂTĂU",390,HORGEŞTI,22941,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:47:19",937,932,0,5,0,469,464,0,5,0,440,29,1000,531,30,27,131,245,3,4
4,BACĂU,"ŞCOALA RECEA",391,HORGEŞTI,22941,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:46:05",680,673,0,6,1,364,357,0,6,1,332,32,700,336,42,28,103,157,2,0
4,BACĂU,"ŞCOALA SOHODOR",392,HORGEŞTI,22941,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:05:38",1147,1138,0,9,0,598,589,0,9,0,553,36,1300,708,8,156,40,291,57,1
