precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALECU ALIN-DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","BRATU VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","DRAGOMIR DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","ISTRĂŢOIU VIOREL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
10,BUZĂU,"CĂMIN CULTURAL TĂBĂRĂȘTI",234,GĂLBINAŞI,46769,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:45",647,628,0,7,12,416,397,0,7,12,408,8,725,309,12,27,349,20
10,BUZĂU,"CĂMINUL CULTURAL BENTU",233,GĂLBINAŞI,46769,4,PART,PRCNCT,P,P_SV,"2024-06-10 10:02:22",786,775,0,8,3,470,459,0,8,3,462,8,810,340,42,23,386,11
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 TĂBĂRĂȘTI",235,GĂLBINAŞI,46769,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:42",1063,1045,1,9,8,649,632,0,9,8,626,23,1206,557,32,53,502,39
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GĂLBINAŞI",232,GĂLBINAŞI,46769,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:03:56",1156,1129,0,9,18,722,695,0,9,18,701,21,1180,458,71,126,473,31
