precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOACĂ ION-PARTIDUL SOCIAL DEMOCRAT-voturi","ARMEANU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"CĂMIN CULTURAL",256,RĂDOIEŞTI,153865,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:32",474,442,0,6,26,282,250,0,6,26,278,4,510,228,212,66
36,TELEORMAN,"ȘCOALA GENERALĂ RĂDOIEȘTI CETATEA",257,RĂDOIEŞTI,153865,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:06",288,258,0,13,17,176,146,0,13,17,167,9,304,128,132,35
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ RĂDOIEȘTI",258,RĂDOIEŞTI,153865,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:32",755,711,0,12,32,468,424,0,12,32,461,7,820,352,369,92
