precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOERU ION-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FINTOC SERGIU-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞOVREA NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","CISMAŞ NICOLAE-ALIANȚA PMP - FORȚA DREPTEI-voturi","PINTEA NICOLAE-voturi"
28,MUREŞ,"CĂMIN CULTURAL ALBEȘTI",223,ALBEŞTI,114603,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:49:09",1748,1734,2,5,7,859,846,1,5,7,823,36,1919,1060,22,160,445,159,37
28,MUREŞ,"CĂMIN CULTURAL ȚOPA",226,ALBEŞTI,114603,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:46",298,288,0,5,5,173,163,0,5,5,168,5,343,170,7,20,71,64,6
28,MUREŞ,"CĂMINUL CULTURAL BOIU",225,ALBEŞTI,114603,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:30:49",1193,1182,3,6,2,645,635,2,6,2,610,35,1280,635,16,107,117,358,12
28,MUREŞ,"SALA DE SPORT",224,ALBEŞTI,114603,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:17",1829,1801,9,13,6,916,897,0,13,6,882,34,2000,1084,27,168,423,213,51
