precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","POPA MIHAI-OVIDIU-voturi"
17,DOLJ,"GRADINITA ”ALBA CA ZAPADA”",443,PLENIŢA,73709,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:15:56",1064,1012,0,13,39,620,568,0,13,39,585,30,1100,485,197,178,22,63,55,31,39
17,DOLJ,"LICEUL TEHNOLOGIC C.N. PLOPSOR",441,PLENIŢA,73709,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:09:14",995,969,0,9,17,631,605,0,9,17,566,39,1059,454,175,174,24,61,40,21,71
17,DOLJ,"SCOALA CU CALSELE I-VIII LOCAL B POIANA",442,PLENIŢA,73709,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:05:46",934,905,0,5,24,573,544,0,5,24,526,47,1000,427,266,135,11,22,48,14,30
17,DOLJ,"SCOALA CU CLASELEI-IV DIN SATUL CASTRELE TRAIANE",444,PLENIŢA,73709,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:46:43",630,603,0,5,22,370,343,0,5,22,357,13,700,330,177,89,20,29,23,9,10
