precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPRIŞ PETRU-IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","NEMEŞ PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","NEMEŞ MIHAI-ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIH GHEORGHE-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",268,CĂLINEŞTI,107546,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:15:18",1099,1076,0,7,16,696,673,0,7,16,674,22,1200,504,33,461,177,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",267,CĂLINEŞTI,107546,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:45",358,347,0,6,5,198,187,0,6,5,196,2,400,202,16,100,80,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",266,CĂLINEŞTI,107546,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:29",743,690,3,9,41,740,690,0,9,41,724,16,1245,505,103,325,291,5
