precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","RUSU BEBI-voturi"
4,BACĂU,"CONTAINER MODULAR",589,STĂNIŞEŞTI,25521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:15",112,101,0,7,4,71,60,0,7,4,67,4,105,34,12,47,5,3,0,0
4,BACĂU,"CONTAINER MODULAR",586,STĂNIŞEŞTI,25521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:38:39",433,421,0,6,6,211,199,0,6,6,190,21,500,289,26,123,9,5,3,24
4,BACĂU,"ŞCOALA 1 SATUL SLOBOZIA",587,STĂNIŞEŞTI,25521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:48",766,752,0,5,9,306,292,0,5,9,277,29,800,494,19,189,25,5,2,37
4,BACĂU,"SCOALA BENESTI",584,STĂNIŞEŞTI,25521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:37",380,368,0,3,9,177,165,0,3,9,171,6,400,223,17,127,10,2,11,4
4,BACĂU,"ȘCOALA GIMNAZIALĂ ”GEORGE APOSTU” STĂNIȘEȘTI",583,STĂNIŞEŞTI,25521,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:30",687,673,0,4,10,349,335,0,4,10,332,17,700,351,51,234,30,3,7,7
4,BACĂU,"SCOALA SATUL CRĂIEŞTI",585,STĂNIŞEŞTI,25521,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:27:20",405,390,2,7,6,191,178,0,7,6,182,9,400,209,17,135,12,5,12,1
4,BACĂU,"ŞCOALA SATUL SLOBOZIA NOUĂ",588,STĂNIŞEŞTI,25521,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:05:28",619,611,0,4,4,284,276,0,4,4,273,11,700,416,24,241,3,1,1,3
