precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANGHELOF AURELIAN-RELU-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLTEANU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GOGE PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"CĂMINUL CULTURAL DESA",328,DESA,72034,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:23:55",1515,1433,1,4,77,1118,1037,0,4,77,1098,20,1700,582,574,502,22
17,DOLJ,"CENTRUL MULTIFUNCȚIONAL DESA",329,DESA,72034,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:30",1171,1144,0,7,20,525,499,0,7,19,496,29,1300,775,264,222,10
17,DOLJ,"GRADINITA DE COPII DESA",327,DESA,72034,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:55",1221,1164,0,4,53,800,743,0,4,53,774,26,1220,394,374,364,36
