precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAMIAN ROBERT-OVIDIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRĂCIUN GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCUR IONEL-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BOCIOAGĂ GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STROE VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU - CORP B",186,PERIŞORU,94223,1,PROV,PRCNCT,P,P_SV,"2024-06-10 14:50:15",1869,1838,3,12,16,1118,1089,1,12,16,1089,29,1990,872,313,189,574,4,9
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 1 PERIŞORU- CORP B",187,PERIŞORU,94223,1,PROV,PRCNCT,P,P_SV,"2024-06-10 16:14:44",1711,1665,0,10,36,884,843,0,10,31,873,11,1907,1023,219,164,482,4,4
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA NR. 2 PERIŞORU",188,PERIŞORU,94223,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:34:23",633,617,0,7,9,384,368,0,7,9,376,8,628,244,62,46,206,55,7
