precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
13,CLUJ,"GRĂDINŢA ”MĂMARUŢA” (FOSTĂ NR. 42),",131,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:23",1595,1582,0,13,0,773,760,0,13,0,748,25,1741,968,77,90,66,259,16,160,6,7,57,10
13,CLUJ,"GRUP ŞCOLAR ”SAMUS”",159,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:30",1435,1422,3,10,0,688,678,0,10,0,677,11,1571,883,77,140,81,202,19,88,9,5,42,14
13,CLUJ,"GRUP ŞCOLAR ”SAMUS”",158,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:55:33",1525,1518,2,5,0,683,678,0,5,0,673,10,1715,1032,91,81,65,237,22,122,6,3,30,16
13,CLUJ,"GRUP ŞCOLAR ”SAMUS”",157,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:17:59",1590,1579,2,9,0,715,706,0,9,0,694,21,1749,1034,119,106,56,233,16,104,8,4,44,4
13,CLUJ,"IMOBIL CONSILIU NR. 7",299,AGHIREŞU,55473,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:19",512,489,0,8,15,337,314,0,8,15,336,1,543,206,299,20,1,14,0,1,1,0,0,0
13,CLUJ,"INSTITUTUL DE CERCETARI ÎN CHIMIE ”RALUCA RIPAN”",44,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:06:15",1545,1534,4,7,0,733,726,0,7,0,714,19,1690,957,127,84,53,246,17,118,8,2,55,4
13,CLUJ,"INSTITUTUL DE CERCETARI ÎN CHIMIE ”RALUCA RIPAN”",45,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:21:25",1397,1386,2,9,0,710,701,0,9,0,685,25,1551,841,133,87,36,187,13,159,4,7,56,3
13,CLUJ,"INSTITUTUL DE CERCETARI ÎN CHIMIE” RALUCA RIPAN”,",47,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:49",1824,1790,10,21,3,864,839,1,21,3,843,21,1999,1135,182,120,59,206,25,163,10,10,64,4
13,CLUJ,"INSTITUTUL DE CERCETARI ÎN CHIMIE” RALUCA RIPAN”,",46,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:21",1516,1499,2,12,3,810,795,0,12,3,790,20,1652,842,158,88,65,227,15,152,7,7,68,3
13,CLUJ,"LICEUL AL.P.ILARIAN DIN DEJ",209,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:47",1447,1438,5,2,2,647,643,0,2,2,616,23,1607,968,101,147,71,184,9,70,5,21,5,3
13,CLUJ,"LICEUL AL.P.ILARIAN DIN DEJ",210,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:31",1425,1410,4,7,4,668,657,0,7,4,650,18,1551,883,70,169,83,200,13,89,6,6,9,5
13,CLUJ,"LICEUL CU PROGRAM SPORTIV (FOSTA SCOALA NR.20).",22,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:31:45",1465,1459,1,5,0,667,662,0,5,0,649,18,1608,941,60,91,95,210,17,100,10,3,50,13
13,CLUJ,"LICEUL CU PROGRAM SPORTIV (FOSTA SCOALA NR.20).",21,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:28",1514,1501,4,9,0,751,742,0,9,0,719,32,1684,933,77,97,70,232,16,125,14,8,70,10
13,CLUJ,"LICEUL CU PROGRAM SPORTIV (FOSTA SCOALA NR.20).",20,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:14",1534,1527,2,5,0,733,728,0,5,0,711,22,1700,967,63,86,83,245,24,135,7,5,55,8
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",54,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:08",1474,1429,27,18,0,780,762,0,18,0,763,17,1605,825,66,61,47,240,10,244,4,2,78,11
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",51,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:49:51",1416,1314,90,11,1,658,647,0,10,1,641,17,1533,875,89,65,52,205,16,147,7,6,47,7
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",53,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:20:31",2049,1939,88,22,0,971,949,0,22,0,954,17,2242,1271,76,112,60,319,18,222,8,6,117,16
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",50,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:29:44",1534,1472,47,14,1,737,720,2,14,1,715,22,1697,960,66,103,50,270,13,131,7,6,60,9
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",56,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:33:26",1987,1911,59,17,0,1034,1017,0,17,0,1020,14,2160,1126,60,97,70,331,20,279,10,13,126,14
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",55,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:23:20",2034,1943,60,22,9,1030,998,1,22,9,994,36,2228,1198,98,86,55,326,16,277,9,6,112,9
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",48,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:42",1480,1448,20,9,3,710,698,0,9,3,697,13,1644,934,98,98,54,221,22,129,4,8,54,9
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",52,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:07",1139,1085,48,6,0,501,495,0,6,0,487,14,1266,765,74,42,52,180,13,80,7,6,29,4
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",49,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:22:18",1387,1317,61,8,1,665,656,0,8,1,651,14,1554,889,69,79,57,233,19,134,5,6,37,12
13,CLUJ,"LICEUL TEHNOLOGIC ”AL. BORZA”",117,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:18:26",1768,1656,78,32,2,842,808,0,32,2,827,15,1926,1084,105,62,53,244,25,206,5,12,107,8
13,CLUJ,"LICEUL TEHNOLOGIC ”AL. BORZA”",118,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:34:24",1850,1750,56,44,0,904,858,2,44,0,892,12,1978,1074,40,53,43,288,13,287,6,3,159,0
13,CLUJ,"LICEUL TEHNOLOGIC ”AUREL VLAICU”",179,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:35",1796,1782,3,10,1,736,725,0,10,1,712,24,1991,1255,63,98,93,242,26,123,13,12,31,11
13,CLUJ,"LICEUL TEHNOLOGIC ”AUREL VLAICU”",178,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:42",1693,1673,14,6,0,855,853,0,2,0,841,14,1871,1016,83,86,68,302,36,157,5,8,82,14
13,CLUJ,"LICEUL TEHNOLOGIC VLADEASA",285,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:28",1512,1479,0,9,24,672,639,0,9,24,620,52,1630,958,271,103,31,120,11,72,4,1,2,5
13,CLUJ,"LICEUL TEOLOGIC ”EMANUEL”",164,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:18",1722,1699,10,9,4,861,848,0,9,4,847,14,1914,1053,145,112,61,225,19,189,6,7,69,14
13,CLUJ,"LICEUL TEOLOGIC ”EMANUEL”",165,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:45:04",1521,1475,33,10,3,759,746,0,10,3,743,16,1688,929,202,69,64,174,22,143,6,6,53,4
13,CLUJ,"LICEUL TEORETIC ”A. IANCU”,",138,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:50:22",1914,1807,79,28,0,852,820,4,28,0,845,7,2066,1214,130,85,56,239,14,221,5,8,83,4
13,CLUJ,"LICEUL TEORETIC ANA IPATESCU",235,"MUNICIPIUL GHERLA",55384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:02:38",1340,1325,3,6,6,623,611,0,6,6,616,7,1511,888,136,92,70,189,13,94,8,3,11,0
13,CLUJ,"LICEUL TEORETIC ANA IPĂTESCU",239,"MUNICIPIUL GHERLA",55384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:05:16",1356,1349,1,5,1,651,645,0,5,1,630,21,1517,866,92,107,63,228,14,99,6,9,6,6
13,CLUJ,"LICEUL TEORETIC ANA IPĂTESCU",238,"MUNICIPIUL GHERLA",55384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:07",1546,1519,5,5,17,716,694,0,5,17,688,28,1722,1006,113,111,55,255,15,118,3,5,10,3
13,CLUJ,"LICEUL TEORETIC ANA IPĂTESCU",240,"MUNICIPIUL GHERLA",55384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:08",1244,1240,3,1,0,598,597,0,1,0,581,17,1408,810,83,92,52,240,17,79,2,4,9,3
13,CLUJ,"LICEUL TEORETIC ANA IPĂTESCU",241,"MUNICIPIUL GHERLA",55384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:17",1332,1321,3,4,4,562,554,0,4,4,547,15,1499,937,99,110,39,202,9,75,4,1,6,2
13,CLUJ,"LICEUL TEORETIC „ELF”",63,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:30",1881,1823,32,26,0,971,944,1,26,0,952,19,2030,1059,59,54,44,279,5,360,1,6,136,8
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",26,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:43:41",1684,1657,18,9,0,718,709,0,9,0,704,14,1846,1128,60,122,60,256,25,115,15,10,38,3
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",23,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:20:18",1586,1569,8,9,0,725,716,0,9,0,699,26,1745,1020,57,91,72,250,30,128,9,5,49,8
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",25,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:51",818,808,4,6,0,337,331,0,6,0,324,13,892,555,21,56,31,128,10,39,4,3,23,9
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",27,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:37:14",1487,1471,5,11,0,583,572,0,11,0,571,12,1644,1061,56,111,59,202,26,68,6,8,30,5
13,CLUJ,"LICEUL TEORETIC ”EUGEN PORA”",24,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:08",1516,1510,0,6,0,680,674,0,6,0,662,18,1652,972,78,107,64,241,23,85,8,2,44,10
13,CLUJ,"LICEUL TEORETIC ”GELU VOIEVOD”, CLĂDIREA INTERNAT",491,GILĂU,57902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:31",1936,1910,1,10,15,1046,1021,0,10,15,916,130,2136,1090,132,109,68,468,53,60,8,6,3,9
13,CLUJ,"LICEUL TEORETIC ”JOSIKA MIKLOS”",247,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:18",1121,1106,1,12,2,563,549,0,12,2,540,23,1239,676,74,85,79,137,25,116,8,7,7,2
13,CLUJ,"LICEUL TEORETIC ”JOSIKA MIKLOS”",246,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:43",981,967,4,10,0,396,386,0,10,0,379,17,1081,685,52,57,91,71,10,78,5,5,7,3
13,CLUJ,"LICEUL TEORETIC ”LIVIU REBREANU”",271,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:21",1314,1307,0,6,1,568,561,0,6,1,552,16,1418,850,38,117,116,123,20,100,6,7,13,12
13,CLUJ,"LICEUL TEORETIC ”LIVIU REBREANU”",272,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:55:26",1168,1156,2,10,0,540,530,0,10,0,537,3,1314,774,35,101,95,142,19,111,12,4,14,4
13,CLUJ,"LICEUL TEORETIC ”LIVIU REBREANU”",274,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:04",1008,1001,1,6,0,377,371,0,6,0,361,16,1108,731,16,58,94,89,13,69,9,1,9,3
13,CLUJ,"LICEUL TEORETIC ”LIVIU REBREANU”",269,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:03:15",1296,1288,0,8,0,580,572,0,8,0,564,16,1419,839,35,89,106,140,20,145,10,1,16,2
13,CLUJ,"LICEUL TEORETIC ”LIVIU REBREANU”",273,"MUNICIPIUL TURDA",55259,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:12:25",1441,1411,3,9,18,628,601,0,9,18,606,22,1506,878,29,94,128,181,7,134,11,3,14,5
13,CLUJ,"LICEUL TEORETIC ”LIVIU REBREANU”",270,"MUNICIPIUL TURDA",55259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:13:29",1317,1299,3,14,1,536,521,0,14,1,519,17,1473,937,23,103,135,130,12,89,7,7,8,5
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",113,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:11:14",1195,1154,19,21,1,564,541,1,21,1,553,11,1295,731,124,67,39,150,12,102,4,7,40,8
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",111,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:40",1549,1528,6,14,1,754,739,0,14,1,733,21,1684,930,162,75,50,187,23,155,2,8,57,14
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",112,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:46:48",1243,1231,5,7,0,570,563,0,7,0,557,13,1387,817,98,65,49,168,13,90,2,3,55,14
13,CLUJ,"LICEUL TEORETIC ”LUCIAN BLAGA”",114,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:39:28",1385,1366,7,12,0,618,605,1,12,0,597,21,1512,894,84,77,54,183,18,118,3,2,55,3
13,CLUJ,"LICEUL TEORETIC ”N. BALCESCU”,",142,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:38:58",1408,1282,98,17,11,607,579,0,17,11,591,14,1537,932,142,69,36,142,20,119,4,4,49,6
13,CLUJ,"LICEUL TEORETIC OCTAVIAN GOGA",288,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:24",1320,1306,0,12,2,715,701,0,12,2,701,14,1412,697,197,105,51,198,10,128,2,0,7,3
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",36,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:40:34",1798,1768,19,11,0,954,943,0,11,0,948,6,1964,1010,195,115,70,211,16,236,7,9,78,11
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",37,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:44",1455,1443,6,6,0,669,663,0,6,0,650,19,1597,928,109,78,56,199,22,116,9,10,44,7
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",38,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:34:54",1229,1208,10,9,2,637,626,0,9,2,621,16,1366,729,114,58,35,197,6,133,3,6,66,3
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",40,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:25:05",1208,1197,4,6,1,593,586,0,6,1,579,14,1342,749,99,78,39,146,15,125,9,6,53,9
13,CLUJ,"LICEUL TEORETIC ”ONISIFOR GHIBU”,",39,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:50:19",1562,1534,16,12,0,790,778,0,12,0,772,18,1734,944,126,104,59,221,18,165,2,11,60,6
13,CLUJ,"LICEUL TEORETIC ”PAVEL DAN”",191,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:52:40",1241,1232,0,5,4,469,460,0,5,4,431,38,1378,909,20,80,66,171,13,56,6,6,11,2
13,CLUJ,"LICEUL TEORETIC ”PAVEL DAN”",189,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:22",1054,1041,4,8,1,442,433,0,8,1,430,12,1168,726,21,93,83,161,15,31,3,2,17,4
13,CLUJ,"LICEUL TEORETIC ”PAVEL DAN”",190,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:07",1023,1012,1,9,1,428,418,0,9,1,412,9,1119,698,13,68,89,163,15,47,2,2,13,0
13,CLUJ,"LICEUL TEORETIC ”PAVEL DAN”",193,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:25",1157,1151,1,5,0,490,485,0,5,0,474,16,1266,776,23,96,81,167,15,63,9,4,15,1
13,CLUJ,"LICEUL TEORETIC ”PAVEL DAN”",188,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:41",842,837,0,4,1,358,353,0,4,1,351,7,923,565,22,68,67,133,12,34,3,3,7,2
13,CLUJ,"LICEUL TEORETIC ”PAVEL DAN”",192,"MUNICIPIUL CÂMPIA TURZII",55357,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:13",1033,1026,0,7,0,394,387,0,7,0,386,8,1131,737,48,104,70,102,12,37,3,1,7,2
13,CLUJ,"LICEUL TEORETIC PETRU MAIOR GHERLA",234,"MUNICIPIUL GHERLA",55384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:07:45",1126,1120,1,4,1,515,510,0,4,1,496,19,1235,720,123,86,50,149,8,64,0,3,9,4
13,CLUJ,"LICEUL TEORETIC PETRU MAIOR GHERLA",233,"MUNICIPIUL GHERLA",55384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:30",1219,1209,3,7,0,468,461,0,7,0,452,16,1362,894,47,92,60,168,14,57,3,3,7,1
13,CLUJ,"LICEUL TEORETIC PETRU MAIOR GHERLA",231,"MUNICIPIUL GHERLA",55384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:42",1666,1649,2,7,8,777,762,0,7,8,758,19,1764,987,141,116,76,276,14,111,5,1,13,5
13,CLUJ,"LICEUL TEORETIC PETRU MAIOR GHERLA",230,"MUNICIPIUL GHERLA",55384,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 08:22:44",1486,1478,2,4,2,643,637,0,4,2,610,33,1629,986,68,104,88,243,15,78,5,2,5,2
13,CLUJ,"LICEUL TEORETIC PETRU MAIOR GHERLA",232,"MUNICIPIUL GHERLA",55384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:06",1025,1016,0,4,5,459,450,0,4,5,453,6,1142,683,83,77,70,139,11,52,4,4,9,4
13,CLUJ,"LICEUL TEORETIC UNITARIAN” JANOS ZSIGMOND”",143,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:37:23",1242,1156,67,15,4,523,504,0,15,4,507,16,1365,842,137,63,57,129,18,17,11,13,45,17
13,CLUJ,"LICEUL TEORETIC ”VICTOR BABEŞ” (FOSTA SCOALA ”DAVID PRODAN”),",139,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:08",1776,1762,6,8,0,794,786,0,8,0,771,23,1971,1177,215,76,64,213,24,102,11,7,53,6
13,CLUJ,"LICEUL WALDORF",65,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:04",1613,1564,33,16,0,926,910,0,16,0,919,7,1756,830,71,57,81,279,16,285,4,1,112,13
13,CLUJ,"MAGAZIN COOPERATIST BOJU CATUN (FOSTUL)",422,COJOCNA,57350,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:29:54",183,170,0,9,4,113,100,0,9,4,108,5,196,83,3,22,11,19,3,49,1,0,0,0
13,CLUJ,"MAGAZINUL COOPERAȚIEI",633,SÂNPAUL,59586,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:20",179,166,0,12,1,95,82,0,12,1,91,4,184,89,0,44,20,20,1,5,1,0,0,0
13,CLUJ,"MAGAZINUL SǍTESC",341,BELIŞ,56014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:42",111,104,0,7,0,82,77,0,5,0,79,3,114,32,0,37,25,9,0,8,0,0,0,0
13,CLUJ,"OCOLUL SILVIC DEJ",211,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:58",1284,1273,2,7,2,640,631,0,7,2,625,15,1442,802,69,147,85,170,16,94,13,15,11,5
13,CLUJ,"”PALATUL COPIILOR ”",64,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:38:37",1486,1250,214,7,15,605,582,1,7,15,590,15,1616,1011,143,68,50,144,13,105,4,5,49,9
13,CLUJ,"PAROHIA GRECO-CATOLICĂ PINTIC",228,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:24",185,166,0,19,0,68,49,0,19,0,64,4,185,117,1,14,10,16,4,13,1,3,1,1
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",148,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:25",1636,1617,2,16,1,717,700,0,16,1,706,11,1807,1090,104,90,68,251,33,93,11,4,45,7
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",144,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:11",1650,1637,3,10,0,803,793,0,10,0,781,22,1798,995,93,122,65,263,31,134,8,7,47,11
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",145,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:57:06",1558,1539,8,9,2,733,722,0,9,2,719,14,1747,1014,51,82,62,271,18,150,6,4,69,6
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",149,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:48",1770,1746,7,17,0,688,670,1,17,0,666,22,1936,1248,87,77,76,258,34,83,8,5,32,6
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",147,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:04",1573,1567,6,0,0,720,720,0,0,0,700,20,1782,1062,79,102,83,265,19,90,5,5,30,22
13,CLUJ,"PAVILIONUL ”EXPO TRANSILVANIA”",146,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:10:39",1681,1663,4,14,0,853,839,0,14,0,828,25,1857,1004,129,93,81,291,18,130,12,8,53,13
13,CLUJ,"PRIMĂRIA BELIŞ",338,BELIŞ,56014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:21",478,465,0,8,5,332,319,0,8,5,314,18,541,209,7,93,81,72,12,39,3,2,2,3
13,CLUJ,"PRIMARIA COMUNEI",529,MĂGURI-RĂCĂTĂU,58357,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:21",706,703,0,3,0,489,486,0,3,0,459,30,784,295,16,178,48,182,6,13,0,12,3,1
13,CLUJ,"PRIMĂRIA COMUNEI",563,MOLDOVENEŞTI,58721,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:59",597,579,0,8,10,385,367,0,8,10,377,8,635,250,152,168,25,18,7,5,0,0,2,0
