precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL VERDE-voturi","FORȚA DREPTEI-voturi","PARTIDUL SOCIETĂȚII IEȘENE-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",80,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:44:14",1090,1085,1,4,0,386,382,0,4,0,371,11,1200,818,81,98,52,2,9,4,4,32,78,6,5
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",82,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:01",1114,1107,2,5,0,451,446,0,5,0,431,20,1200,749,103,101,57,3,14,3,12,33,86,13,6
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",81,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:46:05",1248,1248,0,0,0,415,415,0,0,0,408,7,1400,985,129,80,74,9,3,4,3,35,66,2,3
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",79,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:57",1012,1004,2,6,0,355,349,0,6,0,339,16,1100,745,81,87,40,7,8,3,7,27,60,12,7
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",83,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:43",1163,1158,0,5,0,430,425,0,5,0,407,23,1300,870,95,94,48,5,8,10,6,43,83,11,4
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",180,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:28",886,879,0,7,0,334,327,0,7,0,320,14,1000,666,73,97,36,5,7,6,2,29,51,7,7
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",178,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:59:19",863,858,0,5,0,296,291,0,5,0,280,15,1000,704,77,76,39,5,2,3,5,17,46,3,7
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",177,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:35",919,911,0,8,0,350,342,0,8,0,338,12,1000,650,79,92,51,5,3,1,1,30,70,4,2
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",179,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:47",758,750,0,8,0,271,263,0,8,0,264,7,800,529,50,57,38,4,5,4,6,27,63,6,4
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",44,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:49",1245,1184,56,5,0,483,478,0,5,0,466,17,1300,817,95,73,85,6,11,10,8,44,119,5,10
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",46,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:02:38",1428,1417,0,11,0,600,589,0,11,0,579,21,1600,1000,186,81,62,5,12,13,8,56,143,7,6
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",45,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:25",943,937,0,6,0,368,362,0,6,0,355,13,1000,632,97,69,54,6,7,8,2,22,68,11,11
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",133,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:20",1532,1529,0,3,0,176,173,0,3,0,170,6,1700,1524,40,48,10,2,4,2,5,23,31,1,4
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",134,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:43",1520,1514,0,6,0,201,195,0,6,0,196,5,1700,1499,44,60,14,8,2,5,0,27,32,3,1
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",136,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:58",1251,1241,0,10,0,490,480,0,10,0,477,13,1400,910,108,105,56,6,8,12,10,43,114,10,5
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",135,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:24:52",1560,1553,0,7,0,213,206,0,7,0,206,7,1700,1487,51,36,27,6,5,3,5,13,52,3,5
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",137,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:13",1399,1393,0,6,0,285,279,0,6,0,273,12,1600,1315,67,67,28,3,5,3,5,20,65,3,7
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",132,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:21:35",1420,1411,0,9,0,259,250,0,9,0,250,9,1600,1341,66,49,43,4,5,3,1,24,47,3,5
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",138,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:41",1430,1426,0,4,0,230,226,0,4,0,216,14,1600,1370,59,40,34,4,4,6,9,16,36,7,1
24,IAŞI,"LICEUL TEORETIC DE INFORMATICĂ ”GRIGORE MOISIL”",39,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:21:59",2350,1852,258,240,0,957,717,0,240,0,940,17,2000,1027,208,129,90,22,19,17,12,126,269,19,29
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",240,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:42:50",1335,1324,1,10,0,509,499,0,10,0,490,17,1500,993,130,87,68,13,12,11,8,49,102,6,4
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",237,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:06:54",1273,1263,0,10,0,525,515,0,10,0,503,21,1400,876,159,94,46,3,11,5,6,62,99,11,7
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",239,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:23",1118,1109,1,8,0,497,489,0,8,0,488,9,1200,703,134,110,57,3,9,7,12,46,99,3,8
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",238,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:26",1312,1303,2,7,0,507,500,0,7,0,496,11,1400,893,130,80,56,10,7,11,15,56,106,12,13
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",91,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:31",1159,1152,1,6,0,563,557,0,6,0,551,12,1300,737,128,126,61,4,11,9,20,61,118,8,5
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",93,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:44",1375,1368,0,7,0,556,549,0,7,0,536,20,1500,944,127,111,86,12,5,13,12,38,107,13,12
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",89,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:28",1015,1009,0,6,0,375,369,0,6,0,362,13,1100,725,92,90,55,12,4,6,1,25,68,4,5
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",90,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:01",1326,1322,1,3,0,528,525,0,3,0,509,19,1500,972,136,126,54,8,5,4,7,43,115,2,9
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",92,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:31",1244,1239,0,5,0,460,455,0,5,0,440,20,1400,940,121,111,45,6,9,12,20,30,71,9,6
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",49,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:40:40",1086,1053,24,9,0,486,477,0,9,0,472,14,1200,714,125,106,58,7,11,3,10,47,90,11,4
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",51,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:29:07",1155,1080,68,7,0,495,486,2,7,0,478,10,1200,712,127,96,48,9,8,11,4,43,111,11,10
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",50,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:27",570,531,13,26,0,266,240,0,26,0,252,14,600,334,76,52,34,4,3,6,3,24,39,7,4
24,IAŞI,"PT 27 - TATARASI",259,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:52:26",1652,1644,0,8,0,15,7,0,8,0,15,0,1900,1885,1,3,3,1,0,0,0,1,5,1,0
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",117,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:53",1093,1085,1,7,0,310,303,0,7,0,300,10,1200,890,64,68,37,4,9,8,3,17,74,6,10
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",116,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:32",1356,1347,2,7,0,419,412,0,7,0,392,27,1500,1081,85,81,77,11,7,7,6,27,68,14,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ” ALECU RUSSO”",215,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:15",963,960,0,3,0,437,434,0,3,0,424,13,1100,663,102,87,49,6,11,3,9,53,88,6,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",214,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:39:31",1122,1116,0,6,0,304,298,0,6,0,290,8,1300,1002,76,59,33,2,12,6,6,31,52,5,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",213,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:10",1188,1181,1,6,0,505,499,0,6,0,495,10,1300,795,112,121,60,5,6,14,9,51,102,7,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",210,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:05",1053,1043,1,9,0,435,426,0,9,0,416,19,1200,765,69,84,67,7,10,7,7,49,106,4,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",211,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:34",1147,1143,0,4,0,518,514,0,4,0,508,10,1300,782,148,113,73,5,10,7,8,33,90,16,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALECU RUSSO”",212,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:10",1271,1261,4,6,0,462,456,0,6,0,447,15,1400,938,109,92,60,8,5,4,10,42,102,4,11
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",87,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:01",1211,1202,1,8,0,537,529,0,8,0,523,10,1300,764,121,137,68,11,10,11,9,29,94,15,18
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",85,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:30",999,995,0,4,0,373,373,0,0,0,357,14,1100,720,92,87,55,7,6,5,10,23,62,8,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",88,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:39",1144,1135,3,6,0,390,384,0,6,0,377,13,1300,910,104,77,52,5,13,6,4,16,84,13,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CEL BUN”",86,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:24:19",1175,1171,1,3,0,517,514,0,3,0,506,11,1300,783,128,133,53,7,10,7,9,51,97,9,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",130,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:00:05",1209,1198,3,8,0,446,438,0,8,0,429,16,1300,855,115,88,66,2,14,11,13,25,77,7,11
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",131,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:58:18",1488,1446,20,10,12,595,573,0,10,12,564,9,1600,1005,125,75,58,4,8,18,4,102,161,6,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",128,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:47:51",1315,1308,0,6,1,533,526,0,6,1,518,14,1400,868,134,102,64,9,8,18,8,48,104,17,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”",129,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:04",1045,1039,2,4,0,170,166,0,4,0,166,4,1200,1030,37,37,18,1,3,0,5,28,33,1,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",123,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:17:13",1032,1024,1,7,0,291,284,0,7,0,278,13,1100,809,67,49,34,8,7,7,6,17,65,6,12
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",125,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:58",988,983,2,3,0,371,368,0,3,0,362,9,1100,729,69,93,72,8,8,7,6,23,60,7,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",120,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:22:40",1021,1006,8,7,0,485,478,0,7,0,477,8,1100,515,116,70,51,8,6,8,13,50,140,6,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",124,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:30",704,700,0,4,0,165,161,0,4,0,148,17,800,635,42,23,29,4,2,4,0,7,26,5,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",122,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:12:20",963,949,9,5,0,405,400,0,5,0,383,17,1000,600,106,58,40,1,6,8,6,52,98,4,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",121,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:11:04",1218,1211,0,7,0,56,49,0,7,0,54,2,1400,1344,10,12,9,2,1,2,1,4,12,1,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CARMEN SYLVA”",118,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:43",1264,1236,7,20,1,517,496,0,20,1,494,23,1400,883,133,124,57,10,6,5,13,31,97,10,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”CARMEN SYLVA”",119,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:58",1019,941,54,20,4,437,413,0,20,4,429,8,1000,563,115,92,40,12,1,14,3,41,92,14,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",203,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:30:43",704,700,1,3,0,152,149,0,3,0,139,13,800,648,49,21,25,6,2,1,4,9,21,1,0
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",201,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:46",954,950,0,4,0,314,310,0,4,0,311,3,1000,686,65,56,49,7,7,4,5,32,70,9,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",202,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:38",886,880,0,6,0,306,300,0,6,0,292,13,1000,694,77,59,43,3,5,1,10,16,66,10,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",204,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:08",1449,1438,3,8,0,420,412,0,8,0,416,4,1600,1180,88,53,56,4,6,2,7,105,78,9,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A. STURDZA”",205,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:18",977,973,0,4,0,262,258,0,4,0,253,9,1100,838,61,49,43,2,1,4,9,24,55,3,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",206,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:21",829,825,0,4,0,375,371,0,4,0,365,10,900,525,115,75,47,1,3,2,8,38,66,2,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",209,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:16:53",1393,1384,2,7,0,590,583,0,7,0,565,25,1500,910,147,108,76,20,12,14,10,62,101,7,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",207,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:38",995,990,1,4,0,373,369,0,4,0,358,15,1100,727,92,68,56,7,7,3,6,35,74,6,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”DIMITRIE A.STURDZA”",208,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:25",1196,1190,0,6,0,507,501,0,6,0,495,12,1300,793,135,83,68,4,12,6,11,59,95,13,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",3,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:41",1266,1260,0,6,0,564,558,0,6,0,549,15,1400,836,125,155,55,8,9,5,15,44,117,10,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",4,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:20:22",1037,1031,1,5,0,418,413,0,5,0,406,9,1200,782,99,91,56,10,4,7,12,35,79,8,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",6,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:19",1419,1409,1,9,0,593,584,0,9,0,578,15,1600,1007,156,126,60,18,9,5,11,57,118,9,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ELENA CUZA”",5,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:01:18",1458,1450,1,6,1,554,547,0,6,1,531,11,1600,1047,135,127,72,5,11,12,4,43,102,11,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",110,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:23",1515,1509,0,5,1,526,520,0,5,1,518,8,1700,1174,131,129,56,12,12,8,3,48,103,7,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",108,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:30",1651,1649,0,2,0,523,521,0,2,0,507,16,1800,1277,122,126,54,7,7,8,10,49,101,14,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",113,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:09:55",1579,1572,1,6,0,429,423,0,6,0,406,17,1800,1371,104,81,53,6,7,4,6,36,96,4,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",107,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:55",1575,1570,0,5,0,407,402,0,5,0,396,11,1700,1293,97,95,63,4,8,2,6,33,75,8,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",111,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:57",1515,1508,0,7,0,570,563,0,7,0,560,10,1700,1130,168,137,71,6,10,12,7,43,88,13,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",114,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:41",1515,1510,1,4,0,527,523,0,4,0,507,20,1700,1173,126,104,53,19,6,10,4,61,102,17,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",115,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:26",1577,1569,1,7,0,547,540,0,7,0,528,19,1700,1153,144,116,69,6,8,9,13,38,105,11,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",109,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:21:05",1483,1468,0,15,0,559,544,0,15,0,529,15,1468,924,146,128,48,4,10,5,8,43,118,12,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",112,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:06",1566,1563,0,3,0,578,575,0,3,0,560,18,1700,1122,138,123,71,10,8,11,12,52,114,8,13
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",105,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:04",973,969,0,4,0,416,412,0,4,0,407,9,1100,684,93,100,41,7,10,11,8,42,86,3,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",103,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:14",1125,1121,0,4,0,448,444,0,4,0,439,9,1200,752,115,121,69,10,1,7,10,21,71,6,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",98,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:59",995,991,0,4,0,388,384,0,4,0,372,16,1100,712,101,83,51,6,6,5,12,32,65,7,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",101,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:24",1042,1037,0,5,0,408,403,0,5,0,390,18,1200,792,77,105,49,2,10,3,8,32,90,5,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",104,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:36:13",1064,1057,0,6,1,438,431,0,6,1,435,3,1200,762,116,102,53,6,11,6,6,63,60,8,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",102,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:52",1055,1047,0,8,0,425,417,0,8,0,413,12,1200,775,108,115,52,3,7,5,4,22,73,15,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",106,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:02:06",953,948,0,5,0,389,384,0,5,0,377,12,1000,611,86,96,49,7,7,7,5,30,76,7,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",100,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:59",937,931,2,4,0,321,317,0,4,0,309,12,1000,679,62,75,25,6,8,3,4,34,71,12,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",99,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:45",1064,1062,2,0,0,492,492,0,0,0,468,24,1200,708,114,99,45,14,8,9,17,37,97,13,15
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",160,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:38:12",1632,1628,0,4,0,461,457,0,4,0,455,6,1800,1339,128,77,65,5,6,7,6,47,97,5,12
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",157,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:12",1513,1506,0,7,0,17,10,0,7,0,16,1,1700,1683,4,4,4,0,0,1,0,0,2,1,0
