precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENACHE DANIELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MAFTEI PAUL-CEZAR-PARTIDUL SOCIAL DEMOCRAT-voturi","PARTENE ŞTEFAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","TAŞCĂ VLAD-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
18,GALAŢI,"CĂMINUL CULTURAL BĂLĂŞEŞTI",227,BĂLĂŞEŞTI,75613,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:00:11",926,888,0,1,37,544,506,0,1,37,528,16,987,442,17,442,8,61
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 CIUREȘTII NOI",229,BĂLĂŞEŞTI,75613,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:36",432,411,0,6,15,233,216,0,6,11,227,6,469,236,22,173,20,12
18,GALAŢI,"SCOALA GENERALĂ CIUREŞTI",228,BĂLĂŞEŞTI,75613,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:11",225,205,0,8,12,128,108,0,8,12,118,2,226,106,33,81,1,3
18,GALAŢI,"SCOALA GENERALĂ PUPEZENI",230,BĂLĂŞEŞTI,75613,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:14",162,149,0,5,8,88,75,0,5,8,84,4,164,76,5,67,1,11
