precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL DENSUȘ",354,DENSUŞ,89348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:41",564,496,1,52,15,442,375,0,52,15,437,5,570,128,1,236,163,23,14
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTEANA",355,DENSUŞ,89348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:14",312,282,4,18,8,239,210,3,18,8,237,2,290,51,1,141,88,2,5
22,HUNEDOARA,"CĂMINUL CULTURAL PEȘTENIȚA",356,DENSUŞ,89348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:26",225,213,0,8,4,163,151,0,8,4,163,0,175,12,0,85,65,3,10
22,HUNEDOARA,"CĂMINUL CULTURAL POIENI",357,DENSUŞ,89348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:25",81,48,0,24,9,81,48,0,24,9,81,0,90,9,1,12,65,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL ȘTEI",358,DENSUŞ,89348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:14",228,176,0,45,7,187,135,0,45,7,184,3,210,23,0,36,142,0,6
