precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ORHEI CONSTANTIN-IONUŢ-voturi"
35,SUCEAVA,"CASA DE PRĂZNUIRE A PAROHIEI ORTODOXE STÂNCUȚA",560,ZVORIŞTEA,151344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:08",149,140,0,9,0,88,79,0,9,0,82,6,200,112,39,26,3,4,10
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",556,ZVORIŞTEA,151344,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:52",715,700,0,5,10,296,281,0,5,10,287,9,800,504,163,83,19,18,4
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",555,ZVORIŞTEA,151344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:05",941,924,1,2,14,390,374,0,2,14,378,12,1000,610,257,90,3,24,4
35,SUCEAVA,"ŞCOALA GENERALĂ ŞERBĂNEŞTI",561,ZVORIŞTEA,151344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:13",916,912,1,3,0,321,318,0,3,0,309,12,1000,679,142,117,21,29,0
35,SUCEAVA,"ŞCOALA GENERALĂ ZVORIŞTEA",554,ZVORIŞTEA,151344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:25",787,753,1,11,22,396,363,0,11,22,388,8,800,404,233,96,31,21,7
35,SUCEAVA,"ȘCOALA PRIMARĂ POIANA",557,ZVORIŞTEA,151344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:53",487,464,0,7,16,264,241,0,7,16,237,27,500,236,63,56,7,14,97
35,SUCEAVA,"ŞCOALA PRIMARĂ SLOBOZIA",558,ZVORIŞTEA,151344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:35:07",473,464,0,9,0,192,183,0,9,0,181,11,500,308,102,48,15,7,9
35,SUCEAVA,"ŞCOALA PRIMARĂ STÂNCA",559,ZVORIŞTEA,151344,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:36",494,489,0,5,0,213,208,0,5,0,202,11,600,387,118,59,14,6,5
