precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 ONCEŞTI",217,STĂNEŞTI,105295,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:24:23",332,279,2,29,22,219,168,0,29,22,208,11,281,62,7,147,36,18
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 BĂLANU",215,STĂNEŞTI,105295,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:44:50",475,443,0,23,9,296,264,0,23,9,293,3,445,149,19,227,34,13
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:54:10",1153,992,0,99,62,831,673,0,99,59,803,28,1087,256,7,606,160,30
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 2 GHIZDARU",216,STĂNEŞTI,105295,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:26:43",401,377,0,21,3,236,212,0,21,3,227,9,377,141,7,133,46,41
