precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANOLE ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAGU MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","COSTACHE DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IONIŢĂ GABRIELA-LIZICA-PARTIDUL MIȘCAREA POPULARĂ-voturi","BENIAŞU STELIAN-CLAUDIU-FORȚA DREPTEI-voturi"
31,PRAHOVA,"CENTRUL CULTURAL VÎLCĂNEŞTI",621,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:01:47",1390,1379,0,4,7,826,815,0,4,7,805,21,1500,674,517,75,38,38,137
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 VÎLCĂNEŞTI",622,VÂLCĂNEŞTI,136198,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:56",703,699,1,1,2,411,408,0,1,2,403,8,800,389,264,61,5,18,55
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV TRESTIOARA",624,VÂLCĂNEŞTI,136198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:07",337,330,0,4,3,186,179,0,4,3,179,7,364,178,120,9,8,6,36
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ,COMUNA VÎLCĂNEŞTI, SAT CÎRJARI",623,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,P,P_SV,"2024-06-11 12:05:29",585,559,2,5,19,298,274,0,5,19,284,13,600,291,157,74,13,18,22
