precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STANCA IOANA-CAMELIA-PARTIDUL NAȚIONAL LIBERAL-voturi","GHIURCO DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLĂNEAN EUGEN-FORȚA DREPTEI-voturi","POP IULIUS-EMMANUEL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
33,SĂLAJ,"CAMIN CULTURAL VAR",55,"ORAŞ JIBOU",139811,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:32",395,383,0,8,4,255,243,0,8,4,249,6,450,195,32,179,23,15
33,SĂLAJ,"CASA DE CULTURĂ",47,"ORAŞ JIBOU",139811,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:03",1746,1691,11,40,4,805,761,0,40,4,797,8,1888,1083,71,524,103,99
33,SĂLAJ,GRĂDINIȚĂ,52,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:42:49",397,378,1,9,9,255,236,1,9,9,239,16,450,195,38,86,100,15
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIAN GOGA”",48,"ORAŞ JIBOU",139811,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:32",1343,1325,0,9,9,645,627,0,9,9,637,8,1550,905,59,423,68,87
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIASN GOGA”PARTER,SALA DE CLASA NR.2",49,"ORAŞ JIBOU",139811,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:07",1276,1248,2,12,14,617,591,0,12,14,599,18,1400,783,50,310,144,95
33,SĂLAJ,"LICEUL TEORETIC ”ION AGÂRBICEANU”",51,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:36:10",1687,1594,0,23,70,929,836,0,23,70,870,59,1800,871,121,573,121,55
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",53,"ORAŞ JIBOU",139811,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:40",208,198,0,8,2,133,123,0,8,2,130,3,250,117,7,98,15,10
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",54,"ORAŞ JIBOU",139811,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:08",315,293,0,16,6,235,213,0,16,6,223,12,350,115,13,171,34,5
33,SĂLAJ,"ȘCOALĂ GIMNAZIALĂ ”LUCIAN BLAGA” PARTER SALĂ DE CLASĂ NR.1,STR.GAROAFELOR NR.7",50,"ORAŞ JIBOU",139811,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:06:27",1617,1567,2,45,3,836,788,0,45,3,821,15,1800,964,58,514,115,134
