precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIORAVĂ GELU-PARTIDUL SOCIAL DEMOCRAT-voturi","MERLAN ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","URSOIU CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SACHELARU CĂTĂLIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"CĂMINUL CULTURAL PODU TURCULUI",527,"PODU TURCULUI",24524,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:07:30",1743,1733,0,5,5,968,958,0,5,5,934,30,1903,939,399,100,144,291
4,BACĂU,"CAMINUL CULTURAL SAT LEHANCEA",530,"PODU TURCULUI",24524,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:36",492,486,0,6,0,261,255,0,6,0,248,13,500,239,129,2,58,59
4,BACĂU,"CĂMINUL CULTURAL SATUL CĂBEŞTI",529,"PODU TURCULUI",24524,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:41",663,656,0,7,0,373,366,0,7,0,357,16,700,327,158,20,125,54
4,BACĂU,"ȘCOALA GENERALĂ NR. 3 PODU TURCULUI",528,"PODU TURCULUI",24524,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:38:43",497,490,0,6,1,314,307,0,6,1,298,16,500,186,175,10,30,83
4,BACĂU,"ŞCOALA GENERALĂ SATUL SÎRBI",531,"PODU TURCULUI",24524,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:56",334,320,0,9,5,214,200,0,9,5,205,9,400,186,86,13,22,84
