precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:50:42",1500,1482,0,17,1,1104,1086,0,17,1,1073,31,1630,526,32,417,29,595
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:49:34",1192,1178,0,12,2,805,791,0,12,2,782,23,1289,484,40,176,25,541
19,GIURGIU,"ŞCOALA PRIMARĂ NR 1 DEALU",109,"CREVEDIA MARE",102348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:27:28",1112,1104,0,6,2,675,667,0,6,2,637,38,1205,530,66,262,29,280
