precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
35,SUCEAVA,PRIMARIA,221,BILCA,147036,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:26",1191,1172,0,2,17,563,544,0,2,17,524,39,1280,717,306,52,107,28,28,3
35,SUCEAVA,"SCOALA GIMNAZIALA NR. 2",222,BILCA,147036,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:41",990,972,1,3,14,539,522,0,3,14,506,33,1072,533,262,44,137,26,19,18
35,SUCEAVA,"SCOALA PRIMARA NR. 3",223,BILCA,147036,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:38",1015,1001,0,2,12,472,458,0,2,12,447,25,1110,638,216,57,96,12,39,27
