precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUREA DACIAN-ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","JIANU IRINEL-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PASCU MIREL-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",223,IANCA,127251,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:52:17",1028,964,0,24,40,671,607,0,24,40,641,30,1126,455,5,320,316
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",224,IANCA,127251,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:04:00",1053,899,0,98,56,761,607,0,98,56,745,16,1056,295,17,317,411
30,OLT,"SCOALA GIMNAZIALA GEORGE VISAN POTELU",225,IANCA,127251,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:35:04",961,911,0,23,27,653,604,0,23,26,640,13,1030,377,4,286,350
