precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILIESCU EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","IUSEIN VISEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ALI EGEVIT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FRUNZĂ CRIZANTEMA-PARTIDUL S.O.S. ROMÂNIA-voturi","OPREA ION-PARTIDUL MIȘCAREA POPULARĂ-voturi"
14,CONSTANŢA,"CĂMINUL CULTURAL DOBROMIR -",437,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:56",790,778,0,4,8,523,511,0,4,8,476,47,872,349,179,289,2,5,1
14,CONSTANŢA,"ȘCOALA GEN CU CLS. I - IV PĂDURENI",441,DOBROMIR,61737,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:43:25",114,111,0,3,0,80,77,0,3,0,78,2,121,41,59,18,0,0,1
14,CONSTANŢA,"SCOALA GENERALA SAT CETATEA",438,DOBROMIR,61737,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:42:27",188,182,0,0,6,158,152,0,0,6,153,5,206,48,137,12,0,2,2
14,CONSTANŢA,"ȘCOALA PRIMARA NR 1 VALENI",442,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:59:20",747,732,0,4,11,504,489,0,4,11,496,8,820,316,287,208,0,0,1
14,CONSTANŢA,"SCOALA PRIMARA NR 2 DOBROMIR DEAL",439,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:27",276,270,0,0,6,209,203,0,0,6,201,8,298,89,150,50,1,0,0
14,CONSTANŢA,"ȘCOALA PRIMARA NR 3 LESPEZI",440,DOBROMIR,61737,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:07",439,427,0,10,2,340,328,0,10,2,316,24,470,130,144,169,1,0,2
