precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRI PAVEL-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","CURUŢIU MARINEL-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ROTH CLAUDIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRI SORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
28,MUREŞ,"CĂMINUL CULTURAL SÎNTIOANA",565,VIIŞOARA,120218,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:50:48",457,455,0,2,0,263,261,0,2,0,252,11,500,226,119,12,26,95
28,MUREŞ,"PRIMĂRIA VIIŞOARA",563,VIIŞOARA,120218,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:07:52",659,652,0,2,5,393,386,0,2,5,379,14,708,315,251,12,10,106
28,MUREŞ,"ȘCOALA GIMNAZIALA ORMENIŞ",564,VIIŞOARA,120218,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:47",382,377,0,5,0,215,210,0,5,0,208,7,403,188,92,18,85,13
