precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"LICEUL TEHNOLOGIC CERAŞU",368,CERAŞU,132574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:56:06",1216,1181,0,11,24,828,794,0,11,23,791,37,1300,472,42,447,4,289,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SLON",370,CERAŞU,132574,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:11:27",906,890,0,1,15,628,612,0,1,15,597,31,1000,372,29,438,4,123,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SLON",369,CERAŞU,132574,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:54:37",748,732,0,0,16,546,530,0,0,16,518,28,800,254,25,375,6,110,2
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ VALEA BORULUI",371,CERAŞU,132574,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:44:03",665,644,0,2,19,473,452,0,2,19,457,16,729,256,25,292,6,133,1
