precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUCĂ ADRIAN-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GROSU CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BALABAN SERGIU-voturi"
18,GALAŢI,"CĂMIN CULTURAL",239,BEREŞTI-MERIA,75356,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:57:36",219,209,0,10,0,118,108,0,10,0,118,0,228,110,84,33,1
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 SAT PLEŞA",238,BEREŞTI-MERIA,75356,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:53",512,502,0,5,5,281,271,0,5,5,270,11,552,271,142,117,11
18,GALAŢI,"SALĂ DE ACTIVITĂȚI SOCIAL-CULTURALE, SAT BALINTEȘTI",237,BEREŞTI-MERIA,75356,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:11:22",726,711,1,7,7,398,383,1,7,7,392,6,800,402,271,114,7
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT BEREŞTI - MERIA",235,BEREŞTI-MERIA,75356,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:11:16",405,392,0,5,8,236,223,0,5,8,227,9,432,196,95,129,3
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT SLIVNA",240,BEREŞTI-MERIA,75356,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:36",521,512,0,1,8,287,278,0,1,8,273,14,564,277,217,52,4
18,GALAŢI,"ŞCOALA PRIMARĂ ANDRONACHI GOGA NR. 1 SAT ALDEŞTI",236,BEREŞTI-MERIA,75356,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:13:54",320,310,0,5,5,163,153,0,5,5,145,18,342,179,82,57,6
