precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRAŞCU IONUŢ-MONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BERLESCU IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"CĂMINUL CULTURAL PÂRÂU VIU",159,BERLEŞTI,78926,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:45",607,573,1,25,8,407,374,0,25,8,399,8,604,197,54,345
20,GORJ,"CĂMINUL CULTURAL SCRADA",157,BERLEŞTI,78926,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:08",483,477,0,6,0,312,306,0,6,0,306,6,500,188,57,249
20,GORJ,"SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",158,BERLEŞTI,78926,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:19",590,573,0,9,8,386,369,0,9,8,373,13,700,314,79,294
