precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL BOGATA",362,HOGHIZ,41177,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:45",364,355,0,9,0,230,221,0,9,0,209,8,400,183,35,61,10,67,36
8,BRAŞOV,"CĂMINUL CULTURAL CUCIULATA",363,HOGHIZ,41177,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:33:41",1163,1157,0,6,0,634,628,0,6,0,576,58,1300,666,4,249,61,220,42
8,BRAŞOV,"CĂMINUL CULTURAL DOPCA",364,HOGHIZ,41177,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:59",396,389,0,7,0,248,241,0,7,0,230,18,400,152,156,47,8,10,9
8,BRAŞOV,"CĂMINUL CULTURAL HOGHIZ",361,HOGHIZ,41177,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:50:58",756,741,1,10,4,408,394,0,10,4,381,27,817,409,116,110,23,114,18
8,BRAŞOV,"CĂMINUL CULTURAL HOGHIZ",360,HOGHIZ,41177,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:51:17",983,970,0,10,3,534,521,0,10,3,513,21,1100,566,207,117,28,146,15
8,BRAŞOV,"CĂMINUL CULTURAL LUPŞA",366,HOGHIZ,41177,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:48:04",84,77,0,7,0,53,46,0,7,0,51,2,100,47,3,20,9,11,8
8,BRAŞOV,"CĂMUNUL CULTURAL FÂNTÂNA",365,HOGHIZ,41177,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:22",223,211,0,10,2,153,141,0,10,2,147,6,235,82,10,60,8,63,6
