precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRE ELEFTERIE-ILIE-PARTIDUL NAȚIONAL LIBERAL-voturi","MATACHE IONEL-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PENCIULICĂ PETRUŢA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FLOREA FELIX-PATRICK-PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"GRĂDINIȚA NR. 1",242,JILAVA,179383,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:46:09",1404,1378,3,23,0,998,975,0,23,0,960,38,1500,502,554,337,51,18
25,ILFOV,"POLICLINICA JILAVA",246,JILAVA,179383,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:20:06",1851,1807,3,38,3,1216,1175,0,38,3,1169,47,1979,763,488,620,45,16
25,ILFOV,"PROPRIETATE PRIVATĂ BACHAR DAVID-SAMUIL",241,JILAVA,179383,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:48:17",1647,1629,3,13,2,856,841,0,13,2,821,35,1796,940,449,296,36,40
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.1",243,JILAVA,179383,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:35:57",1879,1853,1,24,1,1112,1087,0,24,1,1060,52,2100,988,502,455,72,31
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",245,JILAVA,179383,3,PART,PRCNCT,P,P_SV,"2024-06-10 19:12:05",863,821,0,15,27,602,560,0,15,27,557,45,900,298,210,324,14,9
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.2",244,JILAVA,179383,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:39:30",1308,1291,4,11,2,738,725,0,11,2,710,28,1400,662,374,264,48,24
