precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIŞOVAN VALENTIN-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TIMARU LIZICA-PARTIDUL NAȚIONAL LIBERAL-voturi","PREDUŞ SILVIU-DOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIŢĂ GEORGE-FORȚA DREPTEI-voturi"
17,DOLJ,"CĂMINUL CULTURAL OSTROVENI",428,OSTROVENI,73567,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:02:57",1070,1017,2,35,16,671,620,0,35,16,642,29,1115,444,17,175,450,0
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL LIŞTEAVA",431,OSTROVENI,73567,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:35:55",1191,1166,0,14,11,562,537,0,14,11,522,40,1300,738,14,175,328,5
17,DOLJ,"GRĂDINIŢA DE COPII GRINDENI",430,OSTROVENI,73567,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:25:16",555,530,0,15,10,327,302,0,15,10,311,16,600,273,25,80,204,2
17,DOLJ,"GRĂDINIŢA DE COPII ORĂŞANI",429,OSTROVENI,73567,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:03",1034,969,0,45,20,634,569,0,45,20,599,35,1100,466,47,126,414,12
