precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SPIRIDON VENA-PARTIDUL NAȚIONAL LIBERAL-voturi","CAZAN CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANTONIE MARIUS-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BACIU CONSTANTIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-IV LOCUSTENI",326,DANEŢI,71956,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:54:35",452,447,0,5,0,270,265,0,5,0,254,16,500,227,21,3,224,6
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRABEŢI",324,DANEŢI,71956,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:52",825,810,0,15,0,455,440,0,15,0,426,29,900,445,66,7,343,10
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRANIŞTE",325,DANEŢI,71956,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:28",498,485,0,13,0,261,248,0,13,0,255,6,600,339,37,13,202,3
17,DOLJ,"ŞCOALA PROFESIONALĂ DANEŢI",323,DANEŢI,71956,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:15:25",1312,1288,0,24,0,660,636,0,24,0,621,34,1400,740,133,17,467,4
17,DOLJ,"ȘCOALA PROFESIONALĂ DANEŢI",322,DANEŢI,71956,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:08",1562,1535,1,26,0,855,828,1,26,0,799,56,1634,779,110,11,659,19
