precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ”CONACUL FARKAS”",128,CERNAT,64194,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:46",663,636,3,0,24,377,353,0,0,24,358,19,626,249,260,42,56
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ICAFĂLĂU",132,CERNAT,64194,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:37:44",222,221,1,0,0,127,126,1,0,0,122,5,300,173,110,6,6
15,COVASNA,"CLĂDIREA CONSILIULUI LOCAL CERNAT, ALBIŞ",131,CERNAT,64194,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:50:07",352,332,2,3,15,210,192,0,3,15,201,9,400,190,181,9,11
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 CERNAT",130,CERNAT,64194,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:46:16",880,858,0,0,22,503,481,0,0,22,482,21,1000,497,328,54,100
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÉGH ANTAL” CERNAT",129,CERNAT,64194,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:45",1194,1154,1,0,39,645,606,0,0,39,615,30,1280,635,478,54,83
