precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","BUJOR IOANA-CRISTINA-voturi"
26,MARAMUREŞ,"CLĂDIREA ADMINISTRATIVĂ BISERICA ”DUMINICA MIRONOSIȚELOR”",370,RECEA,106407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:24",686,673,0,8,5,444,431,0,8,5,434,10,800,356,28,8,174,100,3,1,38,66,2,14
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",366,RECEA,106407,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:26:09",376,357,0,15,4,222,203,0,15,4,213,9,384,162,9,4,82,101,7,1,5,1,1,2
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",368,RECEA,106407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:16",1211,1163,2,37,9,823,776,1,37,9,803,20,1300,477,53,19,170,427,29,19,38,13,9,26
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",369,RECEA,106407,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:02:22",1416,1376,2,29,9,925,887,0,29,9,911,14,1500,575,51,6,419,203,8,7,62,129,5,21
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",367,RECEA,106407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:43",1321,1276,3,28,14,840,798,0,28,14,830,10,1400,560,72,64,154,413,2,1,78,8,4,34
26,MARAMUREŞ,"ȘCOALĂ GIMNAZIALĂ",365,RECEA,106407,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:40",1116,1078,7,28,3,713,682,0,28,3,697,16,1200,487,79,7,249,202,11,47,69,19,2,12
