precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢOFEI SIMION-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIFA ALEXA-PARTIDUL NAȚIONAL LIBERAL-voturi","PISTEN IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STULEANIC SERGHEI-UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","USCIUC VASILE-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","POPOVICI MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi","CORJUC IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4",363,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:40",1089,1083,0,6,0,568,562,0,6,0,522,46,1200,632,161,212,58,33,1,41,16
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, HORB",361,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:21:50",1142,1140,0,2,0,547,545,0,2,0,502,45,1300,753,187,175,66,20,20,12,22
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ NR. 4, STRUCTURA LUHEI",362,"POIENILE DE SUB MUNTE",108473,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:59:25",912,904,0,7,1,513,505,0,7,1,474,39,1000,487,167,164,117,9,9,4,4
26,MARAMUREŞ,"ȘCOALA NEJNI CRAI",360,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:37:13",1143,1133,0,10,0,551,541,0,10,0,507,44,1200,649,271,130,18,37,8,10,33
26,MARAMUREŞ,"ȘCOALA PRIMARĂ SI GRĂDINIȚA",359,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:06",1096,1089,0,7,0,512,505,0,7,0,466,46,1200,688,203,187,28,36,1,7,4
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",357,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:56:29",1186,1181,2,3,0,634,629,2,3,0,581,53,1300,666,148,325,19,38,6,22,23
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",358,"POIENILE DE SUB MUNTE",108473,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:18:28",1105,1096,1,7,1,539,531,0,7,1,504,35,1200,661,164,223,24,47,7,17,22
