precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BORZA LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MATEI COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BORODESCU CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VIULEŢ ADRIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
18,GALAŢI,"ȘCOALA GENERALĂ LIEȘTI",384,PRIPONEŞTI,77028,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:31:07",183,168,0,15,0,117,102,0,15,0,112,5,179,62,74,16,20,2
18,GALAŢI,"SCOALA GIMNAZIALĂ NR. 1",382,PRIPONEŞTI,77028,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:10:40",748,729,0,11,8,400,381,0,11,8,384,16,798,398,190,162,30,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1",383,PRIPONEŞTI,77028,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:35:01",848,783,0,48,17,565,500,0,48,17,538,18,864,308,314,24,198,2
