precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"LICEUL TEHNOLOGIC NR.1 - VALEA LUI MIHAI",212,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:01",1208,1186,12,6,4,614,604,0,6,4,606,8,1335,721,399,117,11,79
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",210,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:28",1281,1271,0,7,3,622,612,0,7,3,606,16,1415,793,303,196,49,58
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",206,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:35:35",1239,1222,7,6,4,650,640,0,6,4,641,9,1360,710,384,165,19,73
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",207,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:08:58",1403,1386,9,2,6,704,696,0,2,6,689,15,1537,832,387,164,42,96
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",209,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:27",1219,1199,1,5,14,666,647,0,5,14,641,25,1336,670,384,150,18,89
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",208,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:44",1351,1341,0,8,2,659,649,0,8,2,618,41,1486,827,318,211,26,63
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”ZELK ZOLTÁN” GRĂDINIŢA CU PROGRAM NORMAL NR.1",211,"ORAŞ VALEA LUI MIHAI",32027,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:19",1172,1159,4,5,4,612,603,0,5,4,595,17,1305,693,332,149,51,63
