precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
31,PRAHOVA,"SCOALA GIMNAZIALA, COMUNA COLCEAG PJ",383,COLCEAG,132752,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:18:37",1055,1033,0,9,13,589,567,0,9,13,560,29,1200,611,364,21,137,27,8,3
31,PRAHOVA,"SCOALA GIMNAZIALA INOTESTI-COLCEAG-STRUCTURA",384,COLCEAG,132752,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:00:13",1360,1340,0,8,12,799,779,0,8,12,757,42,1382,583,132,91,389,82,53,10
31,PRAHOVA,"SCOALA GIMNAZIALA PAREPA-RUSANI-COLCEAG-STRUCTURA",385,COLCEAG,132752,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:27:52",782,769,1,4,8,413,400,1,4,8,384,29,900,487,157,59,144,17,5,2
31,PRAHOVA,"SCOALA PRIMARA VILCELELE - COLCEAG - STRUCTURA",386,COLCEAG,132752,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:39:18",436,428,0,5,3,245,237,0,5,3,221,24,500,255,97,7,107,2,5,3
