precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TURC TOMA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAVU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","FERARU IONUŢ-CRISTINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ENE PETRE-ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
31,PRAHOVA,"CAMIN CULTURAL CHITORANI",356,BUCOV,130785,4,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:16",1337,1328,1,8,0,646,638,0,8,0,629,17,1500,854,48,482,62,37
31,PRAHOVA,"CAMIN CULTURAL PLEASA",358,BUCOV,130785,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:05",1293,1288,1,4,0,612,608,0,4,0,598,14,1400,788,34,482,37,45
31,PRAHOVA,"CAMIN CULTURAL PLEASA",357,BUCOV,130785,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:29",1247,1241,2,4,0,590,586,0,4,0,573,17,1400,810,27,461,30,55
31,PRAHOVA,"CLUB PLEASA",359,BUCOV,130785,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:50",1049,1042,1,6,0,407,401,0,6,0,397,10,1100,693,60,274,41,22
31,PRAHOVA,"SALA DE SPORT BUCOV",353,BUCOV,130785,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:13:37",1697,1688,0,7,2,696,687,0,7,2,663,33,1804,1108,71,424,76,92
31,PRAHOVA,"SALA DE SPORT BUCOV",355,BUCOV,130785,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:20",1443,1438,5,0,0,649,649,0,0,0,639,10,1600,951,47,410,64,118
31,PRAHOVA,"SALA DE SPORT BUCOV",354,BUCOV,130785,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:15:59",1526,1523,0,3,0,682,679,0,3,0,653,29,1700,1018,51,479,62,61
