precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”GEORGE IVAȘCU”",259,CERŢEŞTI,75917,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:10",726,684,1,17,24,447,406,0,17,24,430,17,747,300,60,286,81,3
18,GALAŢI,"ȘCOALA PRIMARĂ",260,CERŢEŞTI,75917,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:56",590,559,0,9,22,359,328,0,9,22,352,7,640,281,100,210,11,31
18,GALAŢI,"ȘCOALA PRIMARĂ",261,CERŢEŞTI,75917,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:42",578,544,0,12,22,390,356,0,12,22,377,13,595,205,97,263,9,8
