precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SOARE NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNIA EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","RADA MARIUS-FLORENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOBEA ION-UNIUNEA SALVAȚI ROMÂNIA-voturi"
30,OLT,"CAMINUL CULTURAL",176,DĂNEASA,126585,3,PART,PRCNCT,P,P_SV,"2024-06-12 16:06:31",422,401,0,13,8,266,245,0,13,8,259,7,473,207,182,12,16,49
30,OLT,"CENTRUL SOCIAL DĂNEASA",173,DĂNEASA,126585,3,PART,PRCNCT,P,P_SV,"2024-06-12 15:29:19",1139,1080,4,26,29,696,641,0,26,29,678,18,1228,532,482,13,38,145
30,OLT,"GRADINITA CIOFLANU",175,DĂNEASA,126585,3,PART,PRCNCT,P,P_SV,"2024-06-12 16:01:32",507,469,0,10,28,304,266,0,10,28,298,6,553,249,239,9,6,44
30,OLT,"SCOALA BERINDEI",174,DĂNEASA,126585,3,PART,PRCNCT,P,P_SV,"2024-06-12 15:51:38",411,391,0,11,9,240,220,0,11,9,236,4,447,207,194,5,4,33
30,OLT,"SCOALA ZANOAGA",177,DĂNEASA,126585,3,PART,PRCNCT,P,P_SV,"2024-06-12 16:11:44",331,319,0,4,8,215,203,0,4,8,211,4,368,153,163,5,5,38
