precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SZABÓ JOZSEF-LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MAILAT MARINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BARABÁS-CÎMPEAN ERVIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SANDOR DINU-FORȚA DREPTEI-voturi","INCZE AUREL-ALIN-voturi","TOGĂNEL ALINA-MARIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BOZED",297,"CEUAŞU DE CÂMPIE",115959,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:08:14",110,101,2,6,1,76,67,2,6,1,57,4,120,59,10,4,2,3,11,27
28,MUREŞ,"CĂMINUL CULTURAL CÂMPENIŢA",298,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:13:44",722,708,1,7,6,440,427,0,7,6,437,3,790,350,330,2,4,16,62,23
28,MUREŞ,"CĂMINUL CULTURAL CEUAŞU DE CÂMPIE",296,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:48",1402,1394,2,5,1,770,763,1,5,1,737,33,1527,757,368,25,6,104,82,152
28,MUREŞ,"CĂMINUL CULTURAL CULPIU",299,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:30:12",324,316,0,8,0,181,173,0,8,0,168,13,350,169,116,4,1,0,29,18
28,MUREŞ,"CĂMINUL CULTURAL HERGHELIA",300,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:12:03",366,346,8,12,0,198,186,0,12,0,187,11,380,182,53,5,0,25,84,20
28,MUREŞ,"CĂMINUL CULTURAL SĂBED",302,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:12",625,620,1,4,0,331,327,0,4,0,319,12,690,359,248,2,2,2,52,13
28,MUREŞ,"CĂMINUL CULTURAL VOINICENI",303,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:39",969,952,4,5,8,617,604,0,5,8,578,39,1070,453,34,47,20,7,56,414
28,MUREŞ,"ȘCOALA PRIMARĂ PORUMBENI",301,"CEUAŞU DE CÂMPIE",115959,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:41",494,490,0,4,0,264,260,0,4,0,233,31,540,276,112,21,17,1,34,48
