precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAZAR IOAN-EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi","DOBRE TEODOR-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BUJOR AURELIAN-CORNELIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
33,SĂLAJ,"CAMIN CULTURAL BOGDANA",100,BUCIUMI,140379,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:22",399,360,0,29,10,286,247,0,29,10,272,14,420,134,142,126,4
33,SĂLAJ,"CAMIN CULTURAL SANGEORGIU DE MESES",102,BUCIUMI,140379,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:19",231,197,0,26,8,173,139,0,26,8,167,6,250,77,110,45,12
33,SĂLAJ,"PRIMĂRIA BUCIUMI",98,BUCIUMI,140379,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:23:36",989,890,0,56,43,743,644,0,56,43,707,36,938,195,504,175,28
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",99,BUCIUMI,140379,3,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:43",231,214,0,14,3,165,148,0,14,3,161,4,250,85,103,31,27
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",101,BUCIUMI,140379,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:12",166,138,0,19,9,127,99,0,19,9,122,5,200,73,84,24,14
