precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANTONESCU PETRE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROŞCA MARIUS-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","BARBU IULIAN-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DINU FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BAZGĂ EDUARD-FLORIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
31,PRAHOVA,"GRADINITA BORDENII MARI",550,SCORŢENI,135164,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:51:14",1205,1164,1,13,27,817,776,1,13,27,803,14,1239,422,38,262,454,19,30
31,PRAHOVA,"SCOALA GIMNAZIALA BORDENI",552,SCORŢENI,135164,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:19",775,747,0,15,13,510,482,0,15,13,495,15,839,329,14,167,289,19,6
31,PRAHOVA,"SCOALA GIMNAZIALA MISLEA",551,SCORŢENI,135164,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:51:08",1473,1437,2,9,25,844,808,2,9,25,822,22,1648,804,12,228,406,148,28
31,PRAHOVA,"SCOALA GIMNAZIALA SCORTENI",549,SCORŢENI,135164,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:54:03",1167,1143,1,9,14,705,682,0,9,14,693,12,1237,523,15,230,373,60,15
