precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL SADOVA",452,SADOVA,150178,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:02",1171,1162,1,5,3,766,758,0,5,3,747,19,1300,534,96,127,451,73
35,SUCEAVA,"ŞCOALA GENERALĂ FUNDU SADOVEI",453,SADOVA,150178,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:20",938,926,0,7,5,649,637,0,7,5,631,18,1008,359,138,35,361,97
