precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi"
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL COTOFANCA",150,GURBĂNEŞTI,103568,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:28",279,258,0,9,12,188,167,0,9,12,174,14,297,109,174
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL VALEA PRESNEI",151,GURBĂNEŞTI,103568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:56",163,122,0,37,4,125,84,0,37,4,120,5,138,13,120
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GURBANESTI",149,GURBĂNEŞTI,103568,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:20",423,376,0,25,22,295,248,0,25,22,282,13,440,145,282
