precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR.3 LUPSANU",166,LUPŞANU,93931,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:13:02",469,461,0,6,2,271,263,0,6,2,263,8,511,240,184,26,22,14,17
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR.4 NUCETU",167,LUPŞANU,93931,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:17:01",486,484,1,1,0,259,258,0,1,0,250,7,531,270,179,11,25,17,18
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1 RADU-VODA",169,LUPŞANU,93931,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:58",904,891,0,13,0,493,480,0,13,0,471,22,991,498,293,28,41,19,90
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 PLEVNA",168,LUPŞANU,93931,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:38",479,472,1,6,0,180,174,0,6,0,174,6,533,353,116,9,37,5,7
