precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MINCIUNĂ ION-MUGUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITRESCU CONSTANTIN-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIOBANU CLAUDIUS-PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL CETĂŢENI",291,CETĂŢENI,15402,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:07",541,521,0,12,8,541,521,0,12,8,532,9,840,299,435,23,74
3,ARGEŞ,"GRĂDINIŢA LĂICĂI",292,CETĂŢENI,15402,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:14",630,618,1,6,5,435,424,0,6,5,431,4,660,225,381,24,26
3,ARGEŞ,"ŞCOALA I-IV VALEA CETĂŢUIA",293,CETĂŢENI,15402,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:54",748,742,0,6,0,468,462,0,6,0,451,17,769,301,434,3,14
