precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VERMEŞAN VASILE-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂILĂ FLOARE-PARTIDUL NAȚIONAL LIBERAL-voturi","BORTEŞ ILIE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ALBEŞTII BISTRIŢEI",140,"GALAŢII BISTRIŢEI",33275,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:30:09",149,143,0,6,0,89,83,0,6,0,83,6,152,63,68,4,11
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL GALAŢII BISTRIŢEI",139,"GALAŢII BISTRIŢEI",33275,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:11:40",530,514,1,4,11,310,295,0,4,11,306,4,587,277,288,11,7
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TONCIU",143,"GALAŢII BISTRIŢEI",33275,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:06:06",204,192,0,8,4,117,105,0,8,4,116,1,215,98,113,2,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DIPŞA CLASELE I - IV",141,"GALAŢII BISTRIŢEI",33275,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:13",684,674,0,1,9,354,344,0,1,9,339,15,700,346,263,45,31
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HERINA CLASELE I - IV",142,"GALAŢII BISTRIŢEI",33275,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:39",444,436,0,5,3,259,251,0,5,3,254,5,480,221,245,3,6
