precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILIE MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","NAE FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVEL MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","RĂDUCU VALENTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",67,"ORAŞ BUDEŞTI",101458,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:28:15",1986,1957,4,20,5,1120,1094,1,20,5,1046,48,2161,1041,564,31,313,138
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",66,"ORAŞ BUDEŞTI",101458,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:42:48",1920,1891,0,23,6,1024,995,0,23,6,990,34,2075,1039,664,14,211,101
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1APROZI",68,"ORAŞ BUDEŞTI",101458,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:00:21",793,785,0,6,2,478,470,0,6,2,451,27,864,386,153,15,167,116
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.1 GRUIU",70,"ORAŞ BUDEŞTI",101458,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:13:48",603,540,0,62,1,395,332,0,62,1,382,13,603,208,172,8,146,56
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.2 BUCIUMENI",69,"ORAŞ BUDEŞTI",101458,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:53",487,481,0,5,1,329,323,0,5,1,313,16,524,195,152,6,125,30
