precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"SCOALA GENERALA VALENI DIMBOVITA, PARTER SALA A DOUA",411,VĂLENI-DÂMBOVIŢA,69303,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:36",883,865,0,6,12,612,594,0,6,12,598,14,950,338,431,134,33
16,DÂMBOVIŢA,"SCOALA GENERALA VALENI DIMBOVITA, PARTER SALA PATRU",412,VĂLENI-DÂMBOVIŢA,69303,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:48",941,920,1,3,17,642,622,0,3,17,628,14,1012,370,435,161,32
16,DÂMBOVIŢA,"SCOALA NOUA GENERALA MESTEACAN",413,VĂLENI-DÂMBOVIŢA,69303,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:09:26",222,210,0,10,2,175,163,0,10,2,170,5,230,55,129,34,7
